original_feature	is_ensg	canonical_symbol	mapping_status	biotype
HACD3	False	HACD3	native_symbol	
INTS14	False	INTS14	native_symbol	
SLC24A1	False	SLC24A1	native_symbol	
ENSG00000275638	True	ENSG00000275638	unmapped_kept_as_ensembl_id	lncRNA
DENND4A	False	DENND4A	native_symbol	
RAB11A	False	RAB11A	native_symbol	
ENSG00000289992	True	ENSG00000289992	unmapped_kept_as_ensembl_id	lncRNA
MEGF11	False	MEGF11	native_symbol	
DIS3L-AS1	False	DIS3L-AS1	native_symbol	
DIS3L	False	DIS3L	native_symbol	
ENSG00000260773	True	ENSG00000260773	unmapped_kept_as_ensembl_id	lncRNA
TIPIN	False	TIPIN	native_symbol	
MAP2K1	False	MAP2K1	native_symbol	
ENSG00000261351	True	ENSG00000261351	unmapped_kept_as_ensembl_id	lncRNA
SNAPC5	False	SNAPC5	native_symbol	
RPL4	False	RPL4	native_symbol	
ZWILCH	False	ZWILCH	native_symbol	
LCTL	False	LCTL	native_symbol	
LINC01169	False	LINC01169	native_symbol	
SMAD6	False	SMAD6	native_symbol	
ENSG00000277152	True	ENSG00000277152	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000259437	True	ENSG00000259437	unmapped_kept_as_ensembl_id	lncRNA
LINC02206	False	LINC02206	native_symbol	
ENSG00000259347	True	SMAD3-DT	mapped_via_hgnc	lncRNA
SMAD3	False	SMAD3	native_symbol	
AAGAB	False	AAGAB	native_symbol	
IQCH	False	IQCH	native_symbol	
IQCH-AS1	False	IQCH-AS1	native_symbol	
C15orf61	False	C15orf61	native_symbol	
MAP2K5-DT	False	MAP2K5-DT	native_symbol	
MAP2K5	False	MAP2K5	native_symbol	
SKOR1	False	SKOR1	native_symbol	
ENSG00000259410	True	ENSG00000259410	unmapped_kept_as_ensembl_id	lncRNA
PIAS1	False	PIAS1	native_symbol	
ENSG00000260007	True	ENSG00000260007	unmapped_kept_as_ensembl_id	protein_coding
CLN6	False	CLN6	native_symbol	
ENSG00000260657	True	ENSG00000260657	unmapped_kept_as_ensembl_id	lncRNA
FEM1B	False	FEM1B	native_symbol	
ITGA11	False	ITGA11	native_symbol	
CORO2B	False	CORO2B	native_symbol	
ANP32A	False	ANP32A	native_symbol	
SPESP1	False	SPESP1	native_symbol	
ENSG00000285919	True	ENSG00000285919	unmapped_kept_as_ensembl_id	lncRNA
NOX5	False	NOX5	native_symbol	
ENSG00000259265	True	ENSG00000259265	unmapped_kept_as_ensembl_id	lncRNA
GLCE	False	GLCE	native_symbol	
PAQR5-DT	False	PAQR5-DT	native_symbol	
PAQR5	False	PAQR5	native_symbol	
KIF23-AS1	False	KIF23-AS1	native_symbol	
KIF23	False	KIF23	native_symbol	
RPLP1	False	RPLP1	native_symbol	
LINC02896	False	LINC02896	native_symbol	
DRAIC	False	DRAIC	native_symbol	
ENSG00000289525	True	ENSG00000289525	unmapped_kept_as_ensembl_id	lncRNA
TLE3	False	TLE3	native_symbol	
LINC02204	False	LINC02204	native_symbol	
UACA	False	UACA	native_symbol	
ENSG00000259532	True	ENSG00000259532	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000259624	True	ENSG00000259624	unmapped_kept_as_ensembl_id	lncRNA
LARP6	False	LARP6	native_symbol	
LRRC49	False	LRRC49	native_symbol	
THAP10	False	THAP10	native_symbol	
THSD4	False	THSD4	native_symbol	
CT62	False	CT62	native_symbol	
THSD4-AS1	False	THSD4-AS1	native_symbol	
ENSG00000278408	True	ENSG00000278408	unmapped_kept_as_ensembl_id	lncRNA
NR2E3	False	NR2E3	native_symbol	
ENSG00000260037	True	ENSG00000260037	unmapped_kept_as_ensembl_id	lncRNA
MYO9A	False	MYO9A	native_symbol	
ENSG00000261632	True	MYO9A-AS1	mapped_via_hgnc	lncRNA
SENP8	False	SENP8	native_symbol	
GRAMD2A	False	GRAMD2A	native_symbol	
PKM	False	PKM	native_symbol	
PARP6	False	PARP6	native_symbol	
ENSG00000273025	True	ENSG00000273025	unmapped_kept_as_ensembl_id	protein_coding
ENSG00000261460	True	CELF6-AS1	mapped_via_hgnc	lncRNA
ENSG00000260729	True	ENSG00000260729	unmapped_kept_as_ensembl_id	protein_coding
HEXA-AS1	False	HEXA-AS1	native_symbol	
TMEM202	False	TMEM202	native_symbol	
TMEM202-AS1	False	TMEM202-AS1	native_symbol	
ARIH1	False	ARIH1	native_symbol	
LINC02259	False	LINC02259	native_symbol	
ENSG00000260672	True	ENSG00000260672	unmapped_kept_as_ensembl_id	lncRNA
HIGD2B	False	HIGD2B	native_symbol	
BBS4	False	BBS4	native_symbol	
ADPGK	False	ADPGK	native_symbol	
ENSG00000285729	True	ENSG00000285729	unmapped_kept_as_ensembl_id	lncRNA
NEO1	False	NEO1	native_symbol	
HCN4	False	HCN4	native_symbol	
REC114	False	REC114	native_symbol	
NPTN	False	NPTN	native_symbol	
CD276	False	CD276	native_symbol	
INSYN1	False	INSYN1	native_symbol	
INSYN1-AS1	False	INSYN1-AS1	native_symbol	
TBC1D21	False	TBC1D21	native_symbol	
LOXL1-AS1	False	LOXL1-AS1	native_symbol	
LOXL1	False	LOXL1	native_symbol	
STOML1	False	STOML1	native_symbol	
PML	False	PML	native_symbol	
ISLR2	False	ISLR2	native_symbol	
ENSG00000248540	True	ENSG00000248540	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000261543	True	ENSG00000261543	unmapped_kept_as_ensembl_id	lncRNA
STRA6	False	STRA6	native_symbol	
CCDC33	False	CCDC33	native_symbol	
ENSG00000277749	True	CCDC33-AS1	mapped_via_hgnc	lncRNA
CYP11A1	False	CYP11A1	native_symbol	
ENSG00000261821	True	ENSG00000261821	unmapped_kept_as_ensembl_id	lncRNA
SEMA7A	False	SEMA7A	native_symbol	
UBL7	False	UBL7	native_symbol	
UBL7-DT	False	UBL7-DT	native_symbol	
ENSG00000261775	True	ENSG00000261775	unmapped_kept_as_ensembl_id	NOT_FOUND_IN_ENSEMBL
ARID3B	False	ARID3B	native_symbol	
CLK3	False	CLK3	native_symbol	
ENSG00000260919	True	ENSG00000260919	unmapped_kept_as_ensembl_id	lncRNA
EDC3	False	EDC3	native_symbol	
CSK	False	CSK	native_symbol	
ULK3	False	ULK3	native_symbol	
SCAMP2	False	SCAMP2	native_symbol	
MPI	False	MPI	native_symbol	
FAM219B	False	FAM219B	native_symbol	
COX5A	False	COX5A	native_symbol	
RPP25	False	RPP25	native_symbol	
SCAMP5	False	SCAMP5	native_symbol	
PPCDC	False	PPCDC	native_symbol	
C15orf39	False	C15orf39	native_symbol	
COMMD4	False	COMMD4	native_symbol	
ENSG00000275645	True	NEIL1-AS1	mapped_via_hgnc	lncRNA
NEIL1	False	NEIL1	native_symbol	
MAN2C1	False	MAN2C1	native_symbol	
SIN3A	False	SIN3A	native_symbol	
PTPN9	False	PTPN9	native_symbol	
ENSG00000260269	True	ENSG00000260269	unmapped_kept_as_ensembl_id	lncRNA
SNUPN	False	SNUPN	native_symbol	
IMP3	False	IMP3	native_symbol	
SNX33	False	SNX33	native_symbol	
CSPG4	False	CSPG4	native_symbol	
ENSG00000203392	True	ENSG00000203392	unmapped_kept_as_ensembl_id	lncRNA
ODF3L1	False	ODF3L1	native_symbol	
DNM1P35	False	DNM1P35	native_symbol	
ENSG00000260288	True	ENSG00000260288	unmapped_kept_as_ensembl_id	lncRNA
UBE2Q2	False	UBE2Q2	native_symbol	
FBXO22	False	FBXO22	native_symbol	
NRG4	False	NRG4	native_symbol	
TMEM266	False	TMEM266	native_symbol	
ENSG00000259422	True	ENSG00000259422	unmapped_kept_as_ensembl_id	lncRNA
ETFA	False	ETFA	native_symbol	
ENSG00000287503	True	ENSG00000287503	unmapped_kept_as_ensembl_id	lncRNA
ISL2	False	ISL2	native_symbol	
ENSG00000259514	True	ENSG00000259514	unmapped_kept_as_ensembl_id	lncRNA
SCAPER	False	SCAPER	native_symbol	
RCN2	False	RCN2	native_symbol	
PSTPIP1	False	PSTPIP1	native_symbol	
TSPAN3	False	TSPAN3	native_symbol	
PEAK1	False	PEAK1	native_symbol	
HMG20A	False	HMG20A	native_symbol	
ENSG00000259362	True	ENSG00000259362	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000259420	True	ENSG00000259420	unmapped_kept_as_ensembl_id	lncRNA
LINGO1	False	LINGO1	native_symbol	
TBC1D2B	False	TBC1D2B	native_symbol	
SH2D7	False	SH2D7	native_symbol	
CIB2	False	CIB2	native_symbol	
IDH3A	False	IDH3A	native_symbol	
ACSBG1	False	ACSBG1	native_symbol	
DNAJA4-DT	False	DNAJA4-DT	native_symbol	
DNAJA4	False	DNAJA4	native_symbol	
WDR61	False	WDR61	native_symbol	
CRABP1	False	CRABP1	native_symbol	
IREB2	False	IREB2	native_symbol	
ENSG00000259474	True	ENSG00000259474	unmapped_kept_as_ensembl_id	lncRNA
HYKK	False	HYKK	native_symbol	
PSMA4	False	PSMA4	native_symbol	
CHRNA5	False	CHRNA5	native_symbol	
CHRNA3	False	CHRNA3	native_symbol	
CHRNB4	False	CHRNB4	native_symbol	
ADAMTS7	False	ADAMTS7	native_symbol	
MORF4L1	False	MORF4L1	native_symbol	
CTSH	False	CTSH	native_symbol	
RASGRF1	False	RASGRF1	native_symbol	
ENSG00000177699	True	ENSG00000177699	unmapped_kept_as_ensembl_id	lncRNA
ANKRD34C-AS1	False	ANKRD34C-AS1	native_symbol	
TMED3	False	TMED3	native_symbol	
MINAR1	False	MINAR1	native_symbol	
MTHFS	False	MTHFS	native_symbol	
ST20-AS1	False	ST20-AS1	native_symbol	
BCL2A1	False	BCL2A1	native_symbol	
ZFAND6	False	ZFAND6	native_symbol	
FAH	False	FAH	native_symbol	
CTXND1	False	CTXND1	native_symbol	
LINC00927	False	LINC00927	native_symbol	
ARNT2-DT	False	ARNT2-DT	native_symbol	
ARNT2	False	ARNT2	native_symbol	
ENSG00000259175	True	ARNT2-AS3	mapped_via_hgnc	lncRNA
ABHD17C	False	ABHD17C	native_symbol	
CEMIP	False	CEMIP	native_symbol	
ENSG00000259546	True	ENSG00000259546	unmapped_kept_as_ensembl_id	lncRNA
MESD	False	MESD	native_symbol	
TLNRD1	False	TLNRD1	native_symbol	
CFAP161	False	CFAP161	native_symbol	
IL16	False	IL16	native_symbol	
ENSG00000271725	True	ENSG00000271725	unmapped_kept_as_ensembl_id	lncRNA
STARD5	False	STARD5	native_symbol	
ENSG00000286488	True	ENSG00000286488	unmapped_kept_as_ensembl_id	lncRNA
TMC3-AS1	False	TMC3-AS1	native_symbol	
TMC3	False	TMC3	native_symbol	
ENSG00000259543	True	ENSG00000259543	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000259692	True	LINC01418	mapped_via_hgnc	lncRNA
MEX3B	False	MEX3B	native_symbol	
EFL1	False	EFL1	native_symbol	
SAXO2	False	SAXO2	native_symbol	
GOLGA6L10	False	GOLGA6L10	native_symbol	
ENSG00000278202	True	GOLGA6L9-AS1	mapped_via_hgnc	lncRNA
GOLGA6L9	False	GOLGA6L9	native_symbol	
ENSG00000278013	True	ENSG00000278013	unmapped_kept_as_ensembl_id	lncRNA
CPEB1	False	CPEB1	native_symbol	
CPEB1-AS1	False	CPEB1-AS1	native_symbol	
AP3B2	False	AP3B2	native_symbol	
ENSG00000259442	True	ENSG00000259442	unmapped_kept_as_ensembl_id	lncRNA
SNHG21	False	SNHG21	native_symbol	
FSD2	False	FSD2	native_symbol	
WHAMM	False	WHAMM	native_symbol	
HOMER2	False	HOMER2	native_symbol	
ENSG00000259805	True	ENSG00000259805	unmapped_kept_as_ensembl_id	lncRNA
C15orf40	False	C15orf40	native_symbol	
BTBD1	False	BTBD1	native_symbol	
ENSG00000286872	True	ENSG00000286872	unmapped_kept_as_ensembl_id	lncRNA
TM6SF1	False	TM6SF1	native_symbol	
HDGFL3	False	HDGFL3	native_symbol	
ENSG00000259986	True	ENSG00000259986	unmapped_kept_as_ensembl_id	lncRNA
BNC1	False	BNC1	native_symbol	
SH3GL3	False	SH3GL3	native_symbol	
ADAMTSL3	False	ADAMTSL3	native_symbol	
ENSG00000259244	True	ENSG00000259244	unmapped_kept_as_ensembl_id	NOT_FOUND_IN_ENSEMBL
ENSG00000275120	True	ZSCAN2-AS1	mapped_via_hgnc	lncRNA
ZSCAN2	False	ZSCAN2	native_symbol	
WDR73	False	WDR73	native_symbol	
NMB	False	NMB	native_symbol	
SEC11A	False	SEC11A	native_symbol	
ENSG00000285667	True	ENSG00000285667	unmapped_kept_as_ensembl_id	lncRNA
ZNF592	False	ZNF592	native_symbol	
ALPK3	False	ALPK3	native_symbol	
SLC28A1	False	SLC28A1	native_symbol	
PDE8A	False	PDE8A	native_symbol	
AKAP13	False	AKAP13	native_symbol	
AKAP13-AS1	False	AKAP13-AS1	native_symbol	
ENSG00000259407	True	ENSG00000259407	unmapped_kept_as_ensembl_id	NOT_FOUND_IN_ENSEMBL
ENSG00000259762	True	ENSG00000259762	unmapped_kept_as_ensembl_id	NOT_FOUND_IN_ENSEMBL
KLHL25	False	KLHL25	native_symbol	
LINC01584	False	LINC01584	native_symbol	
AGBL1	False	AGBL1	native_symbol	
ENSG00000259620	True	ENSG00000259620	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000259560	True	ENSG00000259560	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000287391	True	ENSG00000287391	unmapped_kept_as_ensembl_id	lncRNA
NTRK3	False	NTRK3	native_symbol	
NTRK3-AS1	False	NTRK3-AS1	native_symbol	
ENSG00000173867	True	ENSG00000173867	unmapped_kept_as_ensembl_id	protein_coding
MRPS11	False	MRPS11	native_symbol	
LINC01586	False	LINC01586	native_symbol	
AEN	False	AEN	native_symbol	
ISG20	False	ISG20	native_symbol	
ACAN	False	ACAN	native_symbol	
HAPLN3	False	HAPLN3	native_symbol	
MFGE8	False	MFGE8	native_symbol	
CARMAL	False	CARMAL	native_symbol	
ABHD2	False	ABHD2	native_symbol	
FANCI	False	FANCI	native_symbol	
POLG	False	POLG	native_symbol	
MIR9-3HG	False	MIR9-3HG	native_symbol	
RHCG	False	RHCG	native_symbol	
LINC00928	False	LINC00928	native_symbol	
ENSG00000259713	True	ENSG00000259713	unmapped_kept_as_ensembl_id	lncRNA
TICRR	False	TICRR	native_symbol	
KIF7	False	KIF7	native_symbol	
PLIN1	False	PLIN1	native_symbol	
PEX11A	False	PEX11A	native_symbol	
WDR93	False	WDR93	native_symbol	
ANPEP	False	ANPEP	native_symbol	
AP3S2	False	AP3S2	native_symbol	
ZNF710	False	ZNF710	native_symbol	
ZNF710-AS1	False	ZNF710-AS1	native_symbol	
IDH2	False	IDH2	native_symbol	
IDH2-DT	False	IDH2-DT	native_symbol	
SEMA4B	False	SEMA4B	native_symbol	
CIB1	False	CIB1	native_symbol	
ENSG00000284626	True	ENSG00000284626	unmapped_kept_as_ensembl_id	protein_coding
ENSG00000275674	True	ENSG00000275674	unmapped_kept_as_ensembl_id	protein_coding
ZNF774	False	ZNF774	native_symbol	
IQGAP1	False	IQGAP1	native_symbol	
ENSG00000259177	True	ENSG00000259177	unmapped_kept_as_ensembl_id	lncRNA
CRTC3	False	CRTC3	native_symbol	
ENSG00000259314	True	ENSG00000259314	unmapped_kept_as_ensembl_id	lncRNA
CRTC3-AS1	False	CRTC3-AS1	native_symbol	
BLM	False	BLM	native_symbol	
ENSG00000259704	True	ENSG00000259704	unmapped_kept_as_ensembl_id	lncRNA
FURIN	False	FURIN	native_symbol	
FES	False	FES	native_symbol	
MAN2A2	False	MAN2A2	native_symbol	
HDDC3	False	HDDC3	native_symbol	
UNC45A	False	UNC45A	native_symbol	
RCCD1-AS1	False	RCCD1-AS1	native_symbol	
RCCD1	False	RCCD1	native_symbol	
ENSG00000284946	True	ENSG00000284946	unmapped_kept_as_ensembl_id	protein_coding
PRC1-AS1	False	PRC1-AS1	native_symbol	
VPS33B-DT	False	VPS33B-DT	native_symbol	
SV2B	False	SV2B	native_symbol	
ENSG00000289066	True	ENSG00000289066	unmapped_kept_as_ensembl_id	lncRNA
CRAT37	False	CRAT37	native_symbol	
SLCO3A1	False	SLCO3A1	native_symbol	
ENSG00000260661	True	ENSG00000260661	unmapped_kept_as_ensembl_id	lncRNA
ST8SIA2	False	ST8SIA2	native_symbol	
C15orf32	False	C15orf32	native_symbol	
LINC00930	False	LINC00930	native_symbol	
ENSG00000260337	True	ENSG00000260337	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000271763	True	ENSG00000271763	unmapped_kept_as_ensembl_id	lncRNA
FAM174B	False	FAM174B	native_symbol	
CHASERR	False	CHASERR	native_symbol	
ENSG00000279765	True	ENSG00000279765	unmapped_kept_as_ensembl_id	NOT_FOUND_IN_ENSEMBL
CHD2	False	CHD2	native_symbol	
RGMA	False	RGMA	native_symbol	
ENSG00000288991	True	ENSG00000288991	unmapped_kept_as_ensembl_id	NOT_FOUND_IN_ENSEMBL
ENSG00000257060	True	ENSG00000257060	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000258631	True	ENSG00000258631	unmapped_kept_as_ensembl_id	NOT_FOUND_IN_ENSEMBL
LINC01579	False	LINC01579	native_symbol	
LINC02207	False	LINC02207	native_symbol	
ENSG00000258831	True	ENSG00000258831	unmapped_kept_as_ensembl_id	NOT_FOUND_IN_ENSEMBL
LINC01580	False	LINC01580	native_symbol	
LINC01581	False	LINC01581	native_symbol	
MCTP2	False	MCTP2	native_symbol	
ENSG00000287950	True	ENSG00000287950	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000289464	True	ENSG00000289464	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000258773	True	ENSG00000258773	unmapped_kept_as_ensembl_id	lncRNA
LETR1	False	LETR1	native_symbol	
LINC00924	False	LINC00924	native_symbol	
ENSG00000258489	True	ENSG00000258489	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000275016	True	ENSG00000275016	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000275443	True	ENSG00000275443	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000259702	True	ENSG00000259702	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000273771	True	ENSG00000273771	unmapped_kept_as_ensembl_id	NOT_FOUND_IN_ENSEMBL
NR2F2-AS1	False	NR2F2-AS1	native_symbol	
NR2F2	False	NR2F2	native_symbol	
ENSG00000275322	True	SCDAL	mapped_via_hgnc	lncRNA
ENSG00000259275	True	ENSG00000259275	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000259542	True	ENSG00000259542	unmapped_kept_as_ensembl_id	lncRNA
LINC02253	False	LINC02253	native_symbol	
ENSG00000259403	True	ENSG00000259403	unmapped_kept_as_ensembl_id	lncRNA
LINC02254	False	LINC02254	native_symbol	
ENSG00000259582	True	ENSG00000259582	unmapped_kept_as_ensembl_id	NOT_FOUND_IN_ENSEMBL
LINC00923	False	LINC00923	native_symbol	
ARRDC4	False	ARRDC4	native_symbol	
LINC02251	False	LINC02251	native_symbol	
ENSG00000259199	True	ENSG00000259199	unmapped_kept_as_ensembl_id	lncRNA
LINC02351	False	LINC02351	native_symbol	
IRAIN	False	IRAIN	native_symbol	
IGF1R	False	IGF1R	native_symbol	
ENSG00000287191	True	ENSG00000287191	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000259621	True	IGF1R-AS2	mapped_via_hgnc	lncRNA
SYNM-AS1	False	SYNM-AS1	native_symbol	
LUNAR1	False	LUNAR1	native_symbol	
SYNM	False	SYNM	native_symbol	
TTC23	False	TTC23	native_symbol	
ENSG00000261616	True	TTC23-AS1	mapped_via_hgnc	lncRNA
LRRC28	False	LRRC28	native_symbol	
MEF2A	False	MEF2A	native_symbol	
LYSMD4	False	LYSMD4	native_symbol	
ENSG00000259363	True	ENSG00000259363	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000254744	True	ENSG00000254744	unmapped_kept_as_ensembl_id	NOT_FOUND_IN_ENSEMBL
ADAMTS17	False	ADAMTS17	native_symbol	
SPATA41	False	SPATA41	native_symbol	
CERS3-AS1	False	CERS3-AS1	native_symbol	
CERS3	False	CERS3	native_symbol	
ENSG00000270127	True	ENSG00000270127	unmapped_kept_as_ensembl_id	lncRNA
LINS1	False	LINS1	native_symbol	
ASB7	False	ASB7	native_symbol	
ENSG00000259579	True	ENSG00000259579	unmapped_kept_as_ensembl_id	lncRNA
ALDH1A3	False	ALDH1A3	native_symbol	
ALDH1A3-AS1	False	ALDH1A3-AS1	native_symbol	
LRRK1	False	LRRK1	native_symbol	
ENSG00000259376	True	ENSG00000259376	unmapped_kept_as_ensembl_id	NOT_FOUND_IN_ENSEMBL
ENSG00000259755	True	LRRK1-AS1	mapped_via_hgnc	lncRNA
CHSY1	False	CHSY1	native_symbol	
SELENOS	False	SELENOS	native_symbol	
SNRPA1	False	SNRPA1	native_symbol	
PCSK6	False	PCSK6	native_symbol	
SNRPA1-DT	False	SNRPA1-DT	native_symbol	
LINC02348	False	LINC02348	native_symbol	
TM2D3	False	TM2D3	native_symbol	
TARS3	False	TARS3	native_symbol	
OR4F15	False	OR4F15	native_symbol	
ENSG00000260803	True	ENSG00000260803	unmapped_kept_as_ensembl_id	lncRNA
POLR3K	False	POLR3K	native_symbol	
SNRNP25	False	SNRNP25	native_symbol	
RHBDF1	False	RHBDF1	native_symbol	
MPG	False	MPG	native_symbol	
NPRL3	False	NPRL3	native_symbol	
HBZ	False	HBZ	native_symbol	
HBM	False	HBM	native_symbol	
HBA2	False	HBA2	native_symbol	
HBA1	False	HBA1	native_symbol	
LUC7L	False	LUC7L	native_symbol	
FAM234A	False	FAM234A	native_symbol	
RGS11	False	RGS11	native_symbol	
PDIA2	False	PDIA2	native_symbol	
AXIN1	False	AXIN1	native_symbol	
MRPL28	False	MRPL28	native_symbol	
PGAP6	False	PGAP6	native_symbol	
NME4	False	NME4	native_symbol	
DECR2	False	DECR2	native_symbol	
RAB11FIP3	False	RAB11FIP3	native_symbol	
LINC00235	False	LINC00235	native_symbol	
CAPN15	False	CAPN15	native_symbol	
PIGQ	False	PIGQ	native_symbol	
RAB40C	False	RAB40C	native_symbol	
WFIKKN1	False	WFIKKN1	native_symbol	
METTL26	False	METTL26	native_symbol	
MCRIP2	False	MCRIP2	native_symbol	
WDR90	False	WDR90	native_symbol	
ENSG00000262528	True	ENSG00000262528	unmapped_kept_as_ensembl_id	lncRNA
RHOT2	False	RHOT2	native_symbol	
STUB1-DT	False	STUB1-DT	native_symbol	
STUB1	False	STUB1	native_symbol	
JMJD8	False	JMJD8	native_symbol	
WDR24	False	WDR24	native_symbol	
ENSG00000261659	True	ENSG00000261659	unmapped_kept_as_ensembl_id	lncRNA
FBXL16	False	FBXL16	native_symbol	
METRN	False	METRN	native_symbol	
ANTKMT	False	ANTKMT	native_symbol	
HAGHL	False	HAGHL	native_symbol	
CIAO3	False	CIAO3	native_symbol	
MSLN	False	MSLN	native_symbol	
MSLNL	False	MSLNL	native_symbol	
RPUSD1	False	RPUSD1	native_symbol	
CHTF18	False	CHTF18	native_symbol	
ENSG00000287855	True	ENSG00000287855	unmapped_kept_as_ensembl_id	lncRNA
LMF1	False	LMF1	native_symbol	
LMF1-AS1	False	LMF1-AS1	native_symbol	
CEROX1	False	CEROX1	native_symbol	
SOX8	False	SOX8	native_symbol	
SSTR5-AS1	False	SSTR5-AS1	native_symbol	
C1QTNF8	False	C1QTNF8	native_symbol	
CACNA1H	False	CACNA1H	native_symbol	
ENSG00000260403	True	ENSG00000260403	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000259910	True	LNCPTCTS	mapped_via_hgnc	lncRNA
TPSG1	False	TPSG1	native_symbol	
ENSG00000277010	True	ENSG00000277010	unmapped_kept_as_ensembl_id	NOT_FOUND_IN_ENSEMBL
ENSG00000260710	True	UBE2I-AS1	mapped_via_hgnc	lncRNA
ENSG00000274751	True	ENSG00000274751	unmapped_kept_as_ensembl_id	lncRNA
UBE2I	False	UBE2I	native_symbol	
ENSG00000261505	True	ENSG00000261505	unmapped_kept_as_ensembl_id	lncRNA
BAIAP3	False	BAIAP3	native_symbol	
TSR3	False	TSR3	native_symbol	
GNPTG	False	GNPTG	native_symbol	
ENSG00000260425	True	ENSG00000260425	unmapped_kept_as_ensembl_id	lncRNA
UNKL	False	UNKL	native_symbol	
CCDC154	False	CCDC154	native_symbol	
CLCN7	False	CLCN7	native_symbol	
TELO2	False	TELO2	native_symbol	
IFT140	False	IFT140	native_symbol	
ENSG00000260646	True	ENSG00000260646	unmapped_kept_as_ensembl_id	lncRNA
TMEM204	False	TMEM204	native_symbol	
ENSG00000260989	True	ENSG00000260989	unmapped_kept_as_ensembl_id	lncRNA
CRAMP1	False	CRAMP1	native_symbol	
JPT2	False	JPT2	native_symbol	
MAPK8IP3	False	MAPK8IP3	native_symbol	
NME3	False	NME3	native_symbol	
MRPS34	False	MRPS34	native_symbol	
EME2	False	EME2	native_symbol	
SPSB3	False	SPSB3	native_symbol	
NUBP2	False	NUBP2	native_symbol	
HAGH	False	HAGH	native_symbol	
FAHD1	False	FAHD1	native_symbol	
MSRB1	False	MSRB1	native_symbol	
RPL3L	False	RPL3L	native_symbol	
NDUFB10	False	NDUFB10	native_symbol	
RPS2	False	RPS2	native_symbol	
SNHG9	False	SNHG9	native_symbol	
TBL3	False	TBL3	native_symbol	
GFER	False	GFER	native_symbol	
ZNF598	False	ZNF598	native_symbol	
NPW	False	NPW	native_symbol	
SLC9A3R2	False	SLC9A3R2	native_symbol	
NTHL1	False	NTHL1	native_symbol	
TSC2	False	TSC2	native_symbol	
PKD1	False	PKD1	native_symbol	
PKD1-AS1	False	PKD1-AS1	native_symbol	
RAB26	False	RAB26	native_symbol	
SNHG19	False	SNHG19	native_symbol	
TRAF7	False	TRAF7	native_symbol	
CASKIN1	False	CASKIN1	native_symbol	
MLST8	False	MLST8	native_symbol	
BRICD5	False	BRICD5	native_symbol	
PGP	False	PGP	native_symbol	
E4F1	False	E4F1	native_symbol	
DNASE1L2	False	DNASE1L2	native_symbol	
ECI1	False	ECI1	native_symbol	
ECI1-AS1	False	ECI1-AS1	native_symbol	
RNPS1	False	RNPS1	native_symbol	
MIR3677HG	False	MIR3677HG	native_symbol	
ABCA3	False	ABCA3	native_symbol	
CCNF	False	CCNF	native_symbol	
ENSG00000285970	True	ENSG00000285970	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000260874	True	ENSG00000260874	unmapped_kept_as_ensembl_id	lncRNA
TEDC2	False	TEDC2	native_symbol	
TBC1D24	False	TBC1D24	native_symbol	
ENSG00000260272	True	ENSG00000260272	unmapped_kept_as_ensembl_id	protein_coding
AMDHD2	False	AMDHD2	native_symbol	
PDPK1	False	PDPK1	native_symbol	
ERVK13-1	False	ERVK13-1	native_symbol	
KCTD5	False	KCTD5	native_symbol	
PRSS27	False	PRSS27	native_symbol	
SRRM2-AS1	False	SRRM2-AS1	native_symbol	
SRRM2	False	SRRM2	native_symbol	
ELOB	False	ELOB	native_symbol	
ZG16B	False	ZG16B	native_symbol	
PRSS30P	False	PRSS30P	native_symbol	
PRSS22	False	PRSS22	native_symbol	
ENSG00000263325	True	ENSG00000263325	unmapped_kept_as_ensembl_id	lncRNA
FLYWCH2	False	FLYWCH2	native_symbol	
FLYWCH1	False	FLYWCH1	native_symbol	
ENSG00000262482	True	FLYWCH1-AS1	mapped_via_hgnc	lncRNA
PKMYT1	False	PKMYT1	native_symbol	
PAQR4	False	PAQR4	native_symbol	
GREP1	False	GREP1	native_symbol	
TNFRSF12A	False	TNFRSF12A	native_symbol	
HCFC1R1	False	HCFC1R1	native_symbol	
THOC6	False	THOC6	native_symbol	
BICDL2	False	BICDL2	native_symbol	
MMP25-AS1	False	MMP25-AS1	native_symbol	
MMP25	False	MMP25	native_symbol	
IL32	False	IL32	native_symbol	
