donor_key	n_cells	a_m11hi_revcschi	b_m11hi_revcsclo	c_m11lo_revcschi	d_m11lo_revcsclo	estimable	odds_ratio	not_estimable_reason
Pelka_2021_Cell||Pelka_2021_Cell.C147	1990	123	167	125	1575	True	9.280239520958084	
Pelka_2021_Cell||Pelka_2021_Cell.C149	893	7	90	1	795	True	61.833333333333336	
Pelka_2021_Cell||Pelka_2021_Cell.C150	1400	0	18	23	1359	False	0.0	at least one zero cell (a, b, c, or d == 0)
Pelka_2021_Cell||Pelka_2021_Cell.C151	321	41	37	18	225	True	13.85135135135135	
Pelka_2021_Cell||Pelka_2021_Cell.C152	945	19	165	16	745	True	5.361742424242424	
Pelka_2021_Cell||Pelka_2021_Cell.C153	2581	32	252	58	2239	True	4.902025177887247	
Pelka_2021_Cell||Pelka_2021_Cell.C154	1694	44	133	145	1372	True	3.1303085299455535	
Pelka_2021_Cell||Pelka_2021_Cell.C155	1096	32	61	81	922	True	5.971260878364704	
Pelka_2021_Cell||Pelka_2021_Cell.C156	431	24	56	13	338	True	11.142857142857142	
Pelka_2021_Cell||Pelka_2021_Cell.C157	1811	33	128	87	1563	True	4.631734913793103	
Pelka_2021_Cell||Pelka_2021_Cell.C158	575	17	30	34	494	True	8.233333333333333	
Pelka_2021_Cell||Pelka_2021_Cell.C159	697	15	15	73	594	True	8.136986301369863	
Pelka_2021_Cell||Pelka_2021_Cell.C160	1975	18	73	169	1715	True	2.502229067034125	
Pelka_2021_Cell||Pelka_2021_Cell.C161	2131	16	51	27	2037	True	23.66884531590414	
Pelka_2021_Cell||Pelka_2021_Cell.C162	6891	85	261	329	6216	True	6.153093665932991	
Pelka_2021_Cell||Pelka_2021_Cell.C163	1797	52	225	141	1379	True	2.2602994483845547	
Pelka_2021_Cell||Pelka_2021_Cell.C164	1419	49	254	41	1075	True	5.058094872287305	
Pelka_2021_Cell||Pelka_2021_Cell.C165	790	0	12	2	776	False	0.0	at least one zero cell (a, b, c, or d == 0)
Pelka_2021_Cell||Pelka_2021_Cell.C166	4425	24	35	114	4252	True	25.57593984962406	
Pelka_2021_Cell||Pelka_2021_Cell.C168	686	107	60	53	466	True	15.679874213836477	
Pelka_2021_Cell||Pelka_2021_Cell.C169	546	61	25	158	302	True	4.6637974683544305	
Pelka_2021_Cell||Pelka_2021_Cell.C170	3178	70	145	219	2744	True	6.048811210832939	
Pelka_2021_Cell||Pelka_2021_Cell.C171	3671	107	90	507	2967	True	6.957462195923735	
Pelka_2021_Cell||Pelka_2021_Cell.C172	328	0	3	25	300	False	0.0	at least one zero cell (a, b, c, or d == 0)
Pelka_2021_Cell||Pelka_2021_Cell.C173	747	20	8	88	631	True	17.926136363636363	
Qi_2022_Nat_Commun||Qi_2022_Nat_Commun.P1	432	51	85	45	251	True	3.3466666666666667	
Qi_2022_Nat_Commun||Qi_2022_Nat_Commun.P2	1045	67	200	52	726	True	4.677115384615385	
Qi_2022_Nat_Commun||Qi_2022_Nat_Commun.P3	2910	28	70	174	2638	True	6.064367816091954	
Qi_2022_Nat_Commun||Qi_2022_Nat_Commun.P4	1534	81	156	190	1107	True	3.0252024291497976	
Qian_2020_Cell_Res||Qian_2020_Cell_Res.P31	2748	466	1592	36	654	True	5.317629815745394	
Qian_2020_Cell_Res||Qian_2020_Cell_Res.P32	2364	10	110	48	2196	True	4.159090909090909	
Qian_2020_Cell_Res||Qian_2020_Cell_Res.P33	2194	231	547	193	1223	True	2.676047399380512	
Qian_2020_Cell_Res||Qian_2020_Cell_Res.P35	1609	36	49	72	1452	True	14.816326530612244	
Qian_2020_Cell_Res||Qian_2020_Cell_Res.P38	355	2	6	34	313	True	3.0686274509803924	
Sathe_2023_Clin_Cancer_Res||Sathe_2023_Clin_Cancer_Res.P5915	1138	1	16	11	1110	True	6.306818181818182	
Sathe_2023_Clin_Cancer_Res||Sathe_2023_Clin_Cancer_Res.P6198	5333	11	5	1063	4254	True	8.804139228598308	
Terekhanova_2023_Nature||Terekhanova_2023_Nature.HTA12_101	2931	26	670	34	2201	True	2.5121158911325723	
Terekhanova_2023_Nature||Terekhanova_2023_Nature.HTA12_102	2261	12	191	16	2042	True	8.018324607329843	
Terekhanova_2023_Nature||Terekhanova_2023_Nature.HTA12_107	1507	1	49	6	1451	True	4.9353741496598635	
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P02	823	17	116	7	683	True	14.299261083743842	
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P07	502	26	249	1	226	True	23.598393574297187	
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P10	3144	119	186	81	2758	True	21.78428249037568	
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P11	5234	516	1315	41	3362	True	32.17642585551331	
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P12	2625	401	503	142	1579	True	8.864825133704814	
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P13	1461	455	76	308	622	True	12.09031100478469	
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P18	1431	534	359	40	498	True	18.518941504178272	
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P19	729	0	2	16	711	False	0.0	at least one zero cell (a, b, c, or d == 0)
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P20	5439	104	1191	38	4106	True	9.43532635114234	
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P21	5400	982	623	425	3370	True	12.498687564913606	
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P23	431	48	42	51	290	True	6.49859943977591	
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P24	16864	3698	3240	1572	8354	True	6.065461156661327	
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P27	8019	54	692	4	7269	True	141.8085260115607	
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P28	7689	75	569	20	7025	True	46.29833040421793	
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P29	1264	96	33	440	695	True	4.595041322314049	
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P33	10479	5	655	3	9816	True	24.977099236641223	
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P34	3817	80	19	267	3451	True	54.421446875616006	
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P36	1498	2	41	9	1446	True	7.837398373983739	
Wang_2023_Sci_Adv||Wang_2023_Sci_Adv.P0107	1394	466	61	251	616	True	18.748350858859645	
Wang_2023_Sci_Adv||Wang_2023_Sci_Adv.P0813	4675	600	338	862	2875	True	5.92059199055451	
Wang_2023_Sci_Adv||Wang_2023_Sci_Adv.P0920	16221	91	108	635	15387	True	20.417279090113738	
Wang_2023_Sci_Adv||Wang_2023_Sci_Adv.P1231	369	31	7	66	265	True	17.78138528138528	
