gene	logFC	logCPM	F	PValue	FDR
F12	-6.05626764483778	3.39999130353742	92.3615228464474	9.98221401199619e-06	0.00111774177696992
ALDH1L1-AS2	5.54776049851812	0.571044689182452	60.6874219224005	1.03449630118598e-05	0.0011472678945018
ADIRF	-5.97823116800211	8.8843750383373	90.6487238543784	1.05274847635516e-05	0.0011472678945018
PIEZO2	6.73969957171612	1.42098379308295	61.1658782474638	1.05866640974652e-05	0.0011472678945018
FAM3D	-3.27008094968345	5.77463594759027	90.4518118084485	1.06150082458914e-05	0.0011472678945018
ARHGAP32	-2.66417744447262	4.97623106020435	90.3245968663184	1.06720927492841e-05	0.0011472678945018
VIM-AS1	4.27563965838754	0.507597027610907	63.3014579717334	1.0685490311916e-05	0.0011472678945018
FOXP4-AS1	3.58973875546696	2.93320523481353	90.6752496169951	1.0724044977184e-05	0.0011472678945018
LINC01091	3.78729440266259	2.36449973688054	87.5006100189251	1.08592273281111e-05	0.00115042737101121
PIFO	5.84259049992483	0.962536779736413	59.8819883216783	1.08905663247667e-05	0.00115042737101121
ENPEP	-4.25228784529687	6.13539973187036	89.5410112714832	1.10289159155543e-05	0.00115776044823531
ADAM15	-3.75034630300643	4.47434598092288	89.3735005883262	1.1109650055595e-05	0.00115899181573773
BX293535.1	4.04693114601107	0.0967218505343811	59.3947820618891	1.11898556140996e-05	0.0011601531783606
TTC36	-4.80392610085125	4.82842262707002	87.9222902342234	1.18213630743791e-05	0.00121810806255995
ASAH1	2.97559123094577	7.61693721664426	86.6865116317366	1.24639945600317e-05	0.00127272542979585
MSR1	5.24143823574574	1.38004945632789	58.1060666698689	1.25323776299981e-05	0.00127272542979585
SLC30A4	-5.01304345249073	3.51425375314657	86.5867664852513	1.25787343025787e-05	0.00127272542979585
LINC00668	-4.34683037747429	2.24790245370494	86.6288304782417	1.26549887645279e-05	0.001272773600533
REG1A	-9.84579061950077	12.1158806905752	85.9261960020104	1.28841361413985e-05	0.00128810684899362
HABP2	5.41291843770866	2.07705933711091	62.5111138169778	1.30600936931394e-05	0.0012963505282923
LY6E	4.86952682940578	6.30680378366799	85.5519792883709	1.31647172265579e-05	0.0012963505282923
UGT3A2	5.73265978857632	-1.01670739669608	69.2341109867488	1.31981388627044e-05	0.0012963505282923
