gene	T273_b16_Adr_PCW18	T318_b16_Adr_PCW21	T390_b16_Adr_PCW13	T40_b16_Adr_PCW17
LINC02250	76	89	3	67
LINC02251	7	10	1	7
LINC02252	5	7	1	6
LINC02253	66	102	5	53
LINC02254	72	148	2	49
LINC02255	0	3	0	0
LINC02256.1	104	146	6	206
LINC02257	17	17	0	8
LINC02259	14	13	1	11
LINC02261	15	29	2	9
LINC02262	13	16	1	10
LINC02263	9	7	0	5
LINC02264	15	25	4	9
LINC02265	10	25	1	14
LINC02266	1	0	0	0
LINC02267	121	171	10	102
LINC02268	95	50	61	155
LINC02269	53	94	10	63
LINC02270	5	10	3	4
LINC02271	7	11	1	2
LINC02273	2	2	0	2
LINC02274	7	11	0	0
LINC02275	12	28	1	24
LINC02277	9	15	0	10
LINC02278	1	2	0	3
LINC02280	1	2	0	0
LINC02281	32	29	4	9
LINC02283	13	21	1	10
LINC02284	62	177	6	124
LINC02286	7	15	2	2
LINC02288	12	30	1	16
LINC02291	7	11	0	4
LINC02292	1	0	0	1
LINC02294	27	41	2	14
LINC02295	2	1	0	1
LINC02296	73	165	14	139
LINC02298	1	2	0	0
LINC02299	3	10	1	9
LINC02300	12	22	1	11
LINC02301	28	44	4	146
LINC02302	5	6	0	5
LINC02303	1	5	0	0
LINC02304	5	5	0	4
LINC02305	0	2	0	0
LINC02306	79	126	11	77
LINC02307	56	108	6	46
LINC02308	0	3	0	1
LINC02309	12	17	1	15
LINC02311	0	2	0	0
LINC02312	0	2	0	0
LINC02313	0	2	0	2
LINC02315	74	95	28	322
LINC02316	5	7	0	11
LINC02318	2	7	0	1
LINC02319	10	28	0	16
LINC02320	21	21	1	19
LINC02321	0	2	0	1
LINC02323	0	4	0	4
LINC02324	24	24	0	5
LINC02325	35	36	2	24
LINC02326	35	53	3	29
LINC02327	23	29	5	15
LINC02328	150	178	9	120
LINC02330	2	3	1	9
LINC02331	61	71	4	36
LINC02333	10	23	0	13
LINC02334	42	73	3	24
LINC02335	38	64	3	46
LINC02336	121	239	10	100
LINC02338	1	2	0	1
LINC02340	24	54	6	54
LINC02341	62	70	6	39
LINC02343	91	131	14	68
LINC02345	7	27	0	10
LINC02346	23	45	2	18
LINC02347	0	0	0	3
LINC02348	2	0	0	1
LINC02350	61	86	4	52
LINC02351	6	20	1	5
LINC02352	9	18	1	5
LINC02354	5	3	0	0
LINC02355	21	35	3	30
LINC02356	34	66	2	32
LINC02357	5	7	0	6
LINC02358	0	3	0	0
LINC02359	15	14	0	12
LINC02360	11	33	1	4
LINC02361	1	0	0	0
LINC02362	14	19	1	18
LINC02363	264	304	7	151
LINC02364	1	2	0	1
LINC02365	36	46	1	31
LINC02366	0	0	0	2
LINC02367	6	5	1	16
LINC02369	16	30	2	13
LINC02370	0	5	0	4
LINC02371	7	11	0	8
LINC02373	3	2	0	4
LINC02377	47	91	7	55
LINC02378	15	28	2	14
LINC02380	3	9	0	3
LINC02381	10	9	5	18
LINC02383	3	9	3	4
LINC02384	30	55	3	32
LINC02385	2	2	0	3
LINC02386	9	2	1	4
LINC02387	0	3	0	3
LINC02388	49	99	3	46
LINC02389	0	2	0	0
LINC02390	0	0	0	3
LINC02391	22	22	5	15
LINC02392	0	2	0	0
LINC02393	4	4	3	5
LINC02394	7	12	1	4
LINC02395	8	11	3	14
LINC02396	0	0	0	3
LINC02397	0	3	0	0
LINC02398	121	191	9	121
LINC02401	4	5	0	3
LINC02402	11	18	0	7
LINC02404	0	0	0	0
LINC02405	35	35	5	18
LINC02406	18	20	0	17
LINC02408	27	49	5	28
LINC02410	26	28	4	86
LINC02412	2	2	0	0
LINC02413	4	14	3	8
LINC02414	5	5	0	9
LINC02416	23	16	1	7
LINC02421	2	2	0	4
LINC02422	61	90	9	48
LINC02424	16	19	1	21
LINC02425	0	2	0	1
LINC02426	16	22	3	11
LINC02427	69	87	2	35
LINC02428	55	79	5	50
LINC02429	15	15	1	7
LINC02432	9	13	0	6
LINC02435	4	1	0	1
LINC02436	42	65	2	41
LINC02437	1	3	0	2
LINC02438	85	101	11	72
LINC02439	5	6	0	4
LINC02444	4	3	2	3
LINC02445	9	7	0	6
LINC02446	2	5	0	2
LINC02447	5	3	3	1
LINC02449	10	15	1	21
LINC02450	1	3	0	1
LINC02451	10	15	0	9
LINC02452	0	0	0	0
LINC02453	6	13	0	7
LINC02454	0	3	0	1
LINC02455	1	8	2	2
LINC02456	27	37	3	19
LINC02457	23	22	0	9
LINC02458	49	50	6	38
LINC02460	7	12	0	2
LINC02462	27	48	3	24
LINC02463	14	33	4	15
LINC02464	20	40	5	17
LINC02465	29	52	4	25
LINC02466	36	35	5	24
LINC02468	0	0	0	0
LINC02469	3	4	0	1
LINC02470	0	3	0	0
LINC02471	15	19	2	15
LINC02472	12	23	2	12
LINC02474	7	6	0	2
LINC02476	2820	9291	208	6052
LINC02477	118	182	3	72
LINC02479	338	524	26	242
LINC02481	4	13	3	5
LINC02482	43	70	5	72
LINC02483	0	2	0	0
LINC02484	41	71	6	28
LINC02485	3	0	0	3
LINC02487	0	7	0	4
LINC02488	10	16	0	12
LINC02489	3	14	0	2
LINC02490	16	17	0	14
LINC02492	49	61	5	41
LINC02493	12	15	1	16
LINC02494	3	3	0	4
LINC02496	9	8	1	8
LINC02497	23	19	0	20
LINC02499	0	0	0	2
LINC02500	7	20	0	6
LINC02501	5	6	0	1
LINC02502	0	5	0	5
LINC02503	9	10	0	8
LINC02504	0	3	0	0
LINC02505	28	35	3	10
LINC02506	78	99	5	51
LINC02507	16	20	1	12
LINC02508	3	19	0	6
LINC02509	0	6	0	5
LINC02510	0	3	0	0
LINC02511	53	84	5	32
LINC02512	19	25	3	16
LINC02513	6	4	0	1
LINC02515	2	4	0	2
LINC02516	19	39	7	64
LINC02518	6	11	2	11
LINC02519	7	10	1	4
LINC02520	1	5	1	2
LINC02521	7	10	1	3
LINC02523	6	10	0	8
LINC02525	5	4	1	3
LINC02526	1	12	2	4
LINC02527	2	4	0	5
LINC02528	4	1	0	0
LINC02529	0	3	0	0
LINC02532	13	22	2	14
LINC02533	5	5	0	5
LINC02534	15	7	0	12
LINC02536	0	0	0	2
LINC02537	0	1	0	0
LINC02538	0	0	0	0
LINC02539	221	119	3	30
LINC02540	14	31	4	23
LINC02541	8	15	0	6
LINC02542	120	169	12	98
LINC02546	34	48	4	21
LINC02547	10	15	0	12
LINC02548	6	11	2	9
LINC02549	34	50	4	29
LINC02550	14	29	0	9
LINC02551	2	10	0	11
LINC02552	8	14	4	19
LINC02553	10	15	0	22
LINC02554	0	0	0	0
LINC02556	0	1	0	0
LINC02557	0	2	0	0
LINC02558	33	47	5	28
LINC02566	13	13	3	8
LINC02567	0	2	0	0
LINC02568	42	77	3	26
LINC02569	0	3	0	0
LINC02570	4	5	0	3
LINC02572	19	34	2	26
LINC02575	4	10	1	5
LINC02576	8	24	3	18
LINC02577	4	8	1	4
LINC02579	3	4	0	3
LINC02580	81	112	9	53
LINC02582	5	14	0	10
LINC02585	11	12	1	13
LINC02587	9	14	0	3
LINC02590	0	3	0	0
LINC02593	1	0	0	5
LINC02594	12	17	0	13
LINC02595	3	0	0	5
LINC02596	5	35	0	3
LINC02603	39	67	4	36
LINC02604	7	16	0	12
LINC02606	8	9	2	2
LINC02607	61	93	9	53
LINC02608	59	134	4	48
LINC02609	31	42	6	87
LINC02610	3	7	2	8
LINC02611	2	3	0	2
LINC02612	12	10	0	6
LINC02613	142	167	16	58
LINC02614	326	598	33	212
LINC02615	400	559	35	333
LINC02616	4	20	1	6
LINC02620	0	4	0	2
LINC02621	1	3	0	0
LINC02624	10	24	1	14
LINC02625	15	12	0	18
LINC02626	1	0	0	1
LINC02628	2	3	0	3
LINC02629	5	18	1	6
LINC02631	12	6	0	7
LINC02632	2	3	0	0
LINC02633	4	17	0	4
LINC02634	3	6	0	4
LINC02635	3	3	0	2
LINC02636	25	34	1	10
LINC02640	7	17	0	5
LINC02641	502	687	38	361
LINC02642	17	36	5	16
LINC02643	10	17	1	15
LINC02645	20	37	1	12
LINC02646	57	68	8	48
LINC02647	9	22	0	11
LINC02649	48	123	18	49
LINC02650	0	1	4	0
LINC02651	3	9	0	0
LINC02652	41	58	4	26
LINC02653	46	87	7	30
LINC02654	17	29	0	21
LINC02659	4	7	1	1
LINC02660	10	13	0	11
LINC02661	15	27	0	12
LINC02662	0	2	0	2
LINC02663	21	30	1	20
LINC02664	17	16	3	6
LINC02665	0	0	0	2
LINC02666	18	31	7	65
LINC02668	4	5	0	5
LINC02669	14	29	5	13
LINC02671	26	23	2	12
LINC02672	19	11	1	6
LINC02674	1	0	0	3
LINC02675	0	0	0	1
LINC02679	0	3	0	1
LINC02680	73	71	5	27
LINC02681	15	31	1	15
LINC02682	2	5	0	5
LINC02684	0	0	0	2
LINC02685	2	15	0	2
LINC02686	0	4	0	3
LINC02687	4	0	0	0
LINC02688	0	0	0	3
LINC02689	4	3	0	2
LINC02691	1533	2668	105	1348
LINC02692	0	3	0	0
LINC02693	67	77	3	62
LINC02694	106	181	11	105
LINC02696	8	5	2	10
LINC02698	27	45	20	33
LINC02699	20	27	1	15
LINC02702	1	4	0	2
LINC02703	0	0	4	3
LINC02707	0	1	0	3
LINC02709	0	3	0	3
LINC02710	0	1	0	0
LINC02711	1	6	0	5
LINC02712	14	36	1	19
LINC02713	42	68	6	28
LINC02714	30	12	1	17
LINC02715	6	14	0	8
LINC02718	42	190	4	125
LINC02719	3	6	2	2
LINC02720	2	2	1	2
LINC02721	5	8	1	3
LINC02725	39	68	3	41
LINC02726	14	40	0	20
LINC02728	9	11	3	16
LINC02730	2	7	0	2
LINC02731	7	32	2	12
LINC02732	241	380	13	167
LINC02733	12	23	1	15
LINC02734	7	4	0	3
LINC02735	0	0	0	0
LINC02737	0	2	0	0
LINC02739	9	13	0	4
LINC02740	62	65	3	101
LINC02741	34	112	7	56
LINC02742	82	148	7	106
LINC02743	3	4	0	5
LINC02745	78	123	11	192
LINC02746	0	2	0	0
LINC02747	0	2	0	0
LINC02748	11	23	0	6
LINC02749	0	8	0	0
LINC02750	3	9	2	2
LINC02751	9	12	2	10
LINC02752	30	49	2	19
LINC02753	4	9	1	6
LINC02754	12	35	1	13
LINC02755	177	299	20	239
LINC02756	5	9	0	6
LINC02757	12	13	0	9
LINC02758	0	2	0	1
LINC02759	11	80	0	6
LINC02760	2	0	0	4
LINC02761	9	7	0	2
LINC02762	239	472	23	383
LINC02763	62	118	4	110
LINC02764	9	10	1	4
LINC02765	3	3	0	2
LINC02766	2	3	0	5
LINC02767	3	2	3	3
LINC02768	5	3	0	3
LINC02769	3	0	0	0
LINC02770	91	152	14	86
LINC02772	0	1	0	0
LINC02773	1	2	0	2
LINC02774	18	33	5	28
LINC02775	50	129	7	84
LINC02777	14	25	1	9
LINC02778	0	0	0	1
LINC02780	10	17	1	4
LINC02781	9	6	3	6
LINC02782	0	1	0	0
LINC02783	2	9	0	4
LINC02785	2	11	0	2
LINC02786	0	0	0	2
LINC02788	2	2	0	0
LINC02789	23	47	4	31
LINC02790	4	3	0	4
LINC02791	0	7	0	5
LINC02792	0	0	0	2
LINC02794	14	25	1	12
LINC02795	36	35	10	34
LINC02796	1	2	0	0
LINC02797	6	6	0	6
LINC02798	73	64	18	201
LINC02801	3	11	0	3
LINC02802	2	0	0	0
LINC02803	35	30	8	36
LINC02804	5	6	0	4
LINC02805	5	1	0	0
LINC02808	11	11	0	8
LINC02809	5	11	0	8
LINC02810	10	13	0	10
LINC02811	4	9	3	4
LINC02812	2	2	0	0
LINC02813	12	7	1	3
LINC02814	334	520	12	73
LINC02815	5	10	0	2
LINC02817	0	0	0	0
LINC02818	1	2	1	4
LINC02819	28	25	1	12
LINC02820	0	2	0	1
LINC02821	5	13	0	11
LINC02822	66	130	5	78
LINC02823	1	3	0	1
LINC02824	4	3	0	1
LINC02826	7	12	1	7
LINC02828	11	13	2	10
LINC02831	9	12	2	4
LINC02832	8	9	1	12
LINC02834	2	0	0	2
LINC02835	0	0	0	1
LINC02836	2	7	0	2
LINC02839	24	33	1	25
LINC02840	19	27	2	20
LINC02841	2	6	0	2
LINC02842	37	57	4	20
LINC02843	20	21	2	27
LINC02847	2	8	0	10
LINC02848	2	9	0	6
LINC02851	4	13	0	3
LINC02852	0	2	1	0
LINC02853	62	112	12	50
LINC02854	5	2	0	0
LINC02855	6	8	0	4
LINC02857	3	1	0	4
LINC02860	0	3	0	0
LINC02861	13	16	2	14
LINC02862	15	29	4	9
LINC02863	3	4	0	6
LINC02864	17	27	1	10
LINC02865	8	18	1	17
LINC02866	5	3	0	1
LINC02868	3	3	1	3
LINC02869	30	36	4	20
LINC02870	0	4	0	1
LINC02871	27	27	1	15
LINC02872	2	1	0	4
LINC02873	5	4	0	3
LINC02875	2	0	0	0
LINC02877	29	35	2	14
LINC02880	15	28	2	18
LINC02882	85	139	9	81
LINC02883	0	0	0	1
LINC02884	41	45	2	62
LINC02885	85	130	11	67
LINC02887	8	9	0	3
LINC02889	68	119	7	56
LINC02891	1	0	0	0
LINC02893	1	4	0	2
LINC02895	30	37	0	27
LINC02896	3	7	0	3
LINC02897	1	2	0	3
LINC02898	8	17	1	7
LINC02899	215	1041	38	275
LINC02901	15	25	0	9
LINC02902	0	4	0	3
LINC02904	91	323	23	184
LINC02906	2	4	0	2
LINC02908	2	6	0	6
LINC02909	8	5	0	5
LINC02910	0	1	0	4
LINC02911	5	15	2	6
LINC02912	4	4	1	5
LINC02913	2	0	0	7
LINC02914	11	9	0	2
LINC02916	4	1	0	1
LINC02917	9	11	2	1
LINC02918	5	3	0	3
LINC02919	0	0	0	3
LINC02921	2	3	1	2
LINC02925	2	5	0	3
LINC02930	26	39	20	41
LINC02931	0	0	0	0
LINC02932	26	27	5	26
LINC02933	8	7	2	5
LINC02934	320	415	40	223
LINC02935	16	41	4	21
LINC02936	37	23	3	39
LINC02937	48	51	6	45
LINC02938	4	5	0	6
LINC02939	4	9	0	6
LINC02940	35	100	4	47
LINC02941	10	20	0	11
LINC02942	34	66	2	55
LINC02944	2	1	0	5
LINC02945	35	73	1	20
LINC02946	5	6	0	0
LINC02948	1	2	0	2
LINC02949	6	12	0	4
LINC02950	3	3	0	2
LINC02951	13	30	3	42
LINC02954	7	8	1	5
LINC02955	131	223	21	112
LINC02958	7	3	1	3
LINC02960	0	4	0	4
LINC02963	16	32	1	17
LINC02964	86	151	14	71
LINC02965	10	14	3	10
LINC02966	150	372	12	135
LINC02969	78	131	2	16
LINC02972	0	0	0	0
LINC02973	4	11	0	4
LINC02974	21	29	3	13
LINC02975	8	10	2	10
LINC02976	45	87	13	54
LINC02977	23	25	8	35
LINC02980	7	28	1	10
LINC02981	42	43	39	63
LINC02982	5	6	0	6
LINC02983	4	4	0	7
LINC02984	5	15	2	7
LINC02985	26	42	5	47
LINC02986	9	9	0	4
LINC02987	132	222	14	171
LINC02988	8	13	0	6
LINC02990	0	2	0	0
LINC02993	0	2	0	2
LINC02994	104	148	12	99
LINC02995	5	0	0	0
LINC02997	107	230	10	126
LINC02999	11	22	2	12
LINC03000	422	445	124	843
LINC03002	88	72	14	79
LINC03004	43	59	5	22
LINC03007	54	60	5	25
LINC03010	4	7	0	7
LINC03011	9	14	0	12
LINC03012	11	22	2	18
LINC03013	4	8	0	5
LINC03014	0	1	0	4
LINC03015	5	15	0	14
LINC03016	9	13	0	19
LINC03017	8	9	0	8
LINC03018	4	4	0	1
LINC03019	8	13	3	17
LINC03020	2	0	0	0
LINC03021	22	86	8	151
LINC03021.1	58	135	15	320
LINC03022	6	35	2	22
LINC03024	2	9	0	6
LINC03025	4	0	0	0
LINC03025.1	2	2	0	0
LINC03026	22	96	1	113
LINC03031	20	27	1	11
LINC03033	2	1	0	2
LINC03034	5	7	1	3
LINC03036	64	83	6	66
LINC03037	8	12	0	3
LINC03044	2	5	0	4
LINC03046	34	49	2	24
LINC03047	1	2	0	7
LINC03048	7	10	2	16
LINC03050	44	50	7	29
LINC03051	3474	4591	137	3123
LINC03052	0	1	0	2
LINC03056	29	31	1	19
LINC03057	0	8	0	0
LINC03059	11	16	3	16
LINC03060	55	52	5	45
LINC03062	22	31	2	28
LINC03064	6	7	0	1
LINC03065	0	2	0	1
LINC03066	9	6	0	3
LINC03067	4	9	0	11
LINC03068	1	3	0	2
LINC03070	9	8	5	15
LINC03071	2	6	0	0
LINC03072	20	24	6	40
LINC03073	1	7	0	9
LINC03074	4	3	0	2
LINC03076	105	166	14	96
LINC03077	52	109	7	48
LINC03080	2	2	0	1
LINC03082	29	52	3	32
LINC03083	0	0	0	0
LINC03084	14	21	1	12
LINC03085	4	3	0	6
LINC03088	6	11	0	11
LINC03090	0	0	0	0
LINC03092	10	27	3	10
LINC03093	0	4	0	1
LINC03096	1	10	0	3
LINC03098	16	28	0	10
LINC03099	1857	1635	35	284
LINC03106	7	15	1	11
LINC03107	28	45	0	30
LINC03108	0	2	0	2
LINC03109	3	4	0	6
LINC03111	33	77	2	34
LINC03113	7	16	1	8
LINC03114	8	8	0	1
LINC03125	0	7	0	0
LINC03133	0	0	0	0
LINC03134	2	1	1	3
LINC03136	3	0	0	2
LINC03138	199	318	53	320
LINC03140	3	1	0	0
LINC03141	0	0	0	2
LINC03142	169	292	17	149
LINC03143	8	22	4	17
LINC03145	16	19	2	16
LINC03146	15	9	0	11
LINC03148	1	5	0	7
LINC03149	5	2	0	3
LINC03150	40	75	6	48
LINC03152	5	7	1	3
LINC03157	1	8	0	6
LINC03161	5	12	0	2
LINC03162	8	11	2	11
LINC03163	15	18	2	15
LINC03171	278	333	6	139
LINC03173	5	9	2	2
LINC03177	2	3	0	2
LINC03178	111	223	11	98
LINC03182	83	140	16	75
LINC03183	28	52	2	29
LINC03188	14	19	2	11
LINC03190	0	0	0	1
LINC03195	7	12	0	6
LINC03196	8	15	0	7
LINC03198	23	23	1	9
LINC03199	63	92	2	48
LINC03200	5	13	1	6
LINC03204	28	24	29	58
LINC03205	4	1	0	2
LINC03209	4	4	0	4
LINC03210	3	10	0	8
LINC03211	2	0	0	1
LINC03212	2	0	0	0
LINC03213	21	35	4	23
LINC03214	10	23	0	3
LINC03215	80	134	9	85
LINC03216	116	165	8	111
LINC03219	70	45	4	66
LINC03222	27	40	1	25
LINC03223	0	3	0	2
LINC03224	3	2	0	1
LINC03227	4	0	0	0
LINC03229	2	15	0	6
LINC03230	0	3	0	1
LINC03233	17	37	1	22
LINC03235	8	7	5	14
LINC03237	17	16	1	11
LINC03240	3	0	1	9
LINCADL	3	1	0	2
LINCMD1	2	0	0	0
LINGO1	1563	2244	110	1059
LINGO2	996	757	1279	1959
LINGO3	12	16	1	9
LINS1	142	220	21	117
LIPA	228	206	27	215
LIPC	36	76	8	43
LIPE	369	1095	20	182
LIPE-AS1	2556	4697	183	1416
LIPF	1	0	0	2
LIPG	64	96	6	55
LIPH	115	90	3	71
LIPI	17	23	1	13
LIPJ	1	2	0	0
LIPK	1	1	0	0
LIPM	14	7	1	7
LIPN	22	28	2	20
LIPT2	2	0	0	1
LIPT2-AS1	2	0	0	1
LIRIL2R	3	0	0	0
LITAF	98	370	17	60
LITAFD	0	1	0	0
LIX1	1	5	0	6
LIX1-AS1	338	495	26	283
LIX1L	78	155	16	81
LIX1L-AS1	0	0	0	0
LL22NC03-63E9.3	1	0	0	1
LLGL1	23	68	13	47
LLGL2	109	217	7	134
LLPH	36	60	1	35
LLPH-DT	17	9	3	18
LMAN1	794	977	39	502
LMAN1L	2	0	0	1
LMAN2	156	263	8	153
LMAN2L	247	382	32	287
LMBR1	1887	3375	229	3034
LMBR1L	556	913	40	407
LMBRD1	804	961	50	637
LMBRD2	191	92	16	153
LMCD1	73	183	17	173
LMCD1-AS1	879	2256	164	1237
LMF1	343	733	39	523
LMF1-AS1	4	8	0	10
LMF2	31	53	7	36
LMLN	144	158	13	113
LMLN-AS1	0	0	0	1
LMLN2	3	2	0	0
LMNA	218	436	47	208
LMNB1	43	58	39	149
LMNB1-DT	36	59	5	31
LMNB2	60	92	6	44
LMNTD1	59	71	8	41
LMNTD2	7	16	1	10
LMNTD2-AS1	0	2	0	1
LMO1	33	30	18	41
LMO2	29	31	4	69
LMO3	25	42	2	29
LMO4	47	35	8	43
LMO7	102	158	10	112
LMO7-AS1	35	52	4	50
LMO7DN	0	2	0	0
LMOD1	23	71	6	29
LMOD1-AS1	5	10	0	3
LMOD2	9	14	0	6
LMOD3	40	59	2	34
LMTK2	921	838	45	378
LMTK3	24	46	6	36
LMX1A	27	31	1	20
LMX1B	21	31	1	49
LMX1B-DT	5	5	0	1
LNC-LBCS	153	229	17	130
LNC-WAL	111	144	12	73
LNCAROD	100	161	24	76
LNCARSR	4	7	1	7
LNCATV	2	0	0	4
LNCBRM	8	8	0	7
LNCEGFL7OS	11	13	1	10
LNCHR1	0	4	0	1
LNCMB1	2	3	0	2
LNCMB2	1	1	0	0
LNCNEF	18	26	0	8
LNCOB1	13	14	2	12
LNCOC1	6	10	2	3
LNCOG	6	10	0	6
LNCPNKY	7	5	0	8
LNCPOIR	0	3	0	1
LNCPTCTS	3	5	0	0
LNCRMP	2	7	0	1
LNCRNA-IUR	71	111	13	158
LNCROPM	15	12	0	15
LNCSRLR	6	18	2	7
LNCTAM34A	9	16	0	11
LNCTSI	37	47	3	27
LNMICC	0	0	0	0
LNP1	45	50	6	101
LNPEP	516	511	56	602
LNPK	485	609	60	395
LNPPS	2	5	1	8
LNX1	181	174	10	90
LNX2	524	557	25	506
LOH12CR2	0	2	0	6
LOLI1	49	67	3	30
LONP1	926	1883	31	493
LONP2	1233	1777	89	1023
LONRF1	177	430	22	106
LONRF2	2565	8222	134	881
LONRF3	18	20	4	14
LOX	1	2	1	3
LOXHD1	34	58	4	22
LOXL1	16	29	4	24
LOXL1-AS1	3	8	2	5
LOXL2	44	107	16	63
LOXL2-AS1	4	9	2	19
LOXL3	92	487	31	193
LOXL4	3	9	0	4
LPA	910	760	6	259
LPAR1	133	112	83	274
LPAR2	7	13	7	16
LPAR3	25	37	1	26
LPAR4	16	27	1	24
LPAR5	14	14	5	19
LPAR6	77	98	15	99
LPCAT1	102	305	29	111
LPCAT2	127	172	59	189
LPCAT3	173	334	34	241
LPCAT4	99	81	9	50
LPGAT1	964	873	96	1617
LPGAT1-AS1	10	6	0	9
LPIN1	657	822	63	556
LPIN2	1336	4287	121	479
LPIN2-AS1	16	36	0	15
LPIN2-AS2	20	45	3	6
LPIN3	41	71	8	79
LPL	22	54	8	23
LPO	12	14	1	9
LPP	4303	10733	417	3525
LPP-AS1	0	2	0	2
LPP-AS2	1	5	0	3
LPXN	94	163	18	183
LRAT	24	61	3	16
LRATD1	1	6	6	21
LRATD2	6	5	4	25
LRBA	4359	7612	527	4494
LRCH1	834	1216	142	712
LRCH2	278	496	50	219
LRCH3	1034	1805	153	1082
LRCH4	42	76	5	26
LRCOL1	2	3	0	3
LRFN1	12	18	1	9
LRFN2	41	46	27	43
LRFN3	23	25	5	16
LRFN4	10	11	0	3
LRFN5	833	901	40	718
LRFN5-DT	90	99	4	121
LRGUK	136	180	24	119
LRIF1	122	146	10	97
LRIG1	47	95	14	43
LRIG2	846	936	65	622
LRIG2-DT	196	207	18	204
LRIG3	154	217	45	218
LRIG3-DT	24	41	3	21
LRIT1	0	3	0	0
LRIT3	4	3	1	7
LRMDA	14544	27399	758	11444
LROMI1	61	98	12	53
LRP1	497	1978	90	239
LRP1-AS	1	4	0	3
LRP10	22	16	1	15
LRP12	463	1227	64	595
LRP1B	1977	2631	238	1487
LRP2	50	100	5	51
LRP2BP	38	88	11	37
LRP2BP-AS1	99	311	10	97
LRP3	19	20	9	32
LRP4	60	137	13	76
LRP4-AS1	12	12	1	8
LRP5	197	309	45	273
LRP6	675	981	139	709
LRP8	86	91	16	80
LRP8-DT	0	0	0	3
LRPAP1	183	240	12	123
LRPPRC	1722	2531	109	1063
LRR1	21	36	4	30
LRRC1	149	360	25	140
LRRC14	9	12	1	21
LRRC14B	0	41	0	0
LRRC15	2	6	0	1
LRRC17	34	61	17	87
LRRC19	15	10	2	5
LRRC2	130	224	10	102
LRRC20	49	91	10	69
LRRC23	83	146	13	114
LRRC24	11	9	1	29
LRRC25	3	11	0	1
LRRC27	54	77	8	114
LRRC28	549	518	63	506
LRRC3	6	31	1	1
LRRC3-DT	0	14	0	0
LRRC31	3	11	0	7
LRRC32	18	33	2	19
LRRC32-AS1	4	0	1	2
LRRC34	28	44	11	110
LRRC36	133	396	9	164
LRRC37A	51	50	6	37
LRRC37A2	174	214	18	141
LRRC37A2-AS1	617	568	55	632
LRRC37A3	224	231	21	224
LRRC37B	538	375	38	207
LRRC38	62	226	8	59
LRRC39	80	183	7	336
LRRC3B	60	95	10	60
LRRC3C	0	3	0	2
LRRC4	18	35	3	7
LRRC40	248	346	39	262
LRRC41	434	982	46	331
LRRC42	101	163	6	120
LRRC43	25	29	5	17
LRRC45	6	15	1	14
LRRC46	3	3	0	4
LRRC47	122	109	8	86
LRRC49	91	87	31	134
LRRC4B	49	55	27	56
LRRC4C	2784	10902	440	10816
LRRC52	0	2	0	1
LRRC52-AS1	21	30	1	18
LRRC53	8	20	0	15
LRRC55	2	0	4	2
LRRC56	18	25	1	17
LRRC58	649	1349	32	338
LRRC59	78	122	9	59
LRRC61	65	72	5	66
LRRC63	122	146	37	229
LRRC66	7	9	7	20
LRRC69	121	149	9	144
LRRC7	193	294	102	357
LRRC7-AS1	2	2	0	3
LRRC71	0	4	2	1
LRRC72	26	37	1	11
LRRC73	7	26	1	7
LRRC74A	31	34	2	19
LRRC74B	7	17	0	11
LRRC75A	175	241	19	426
LRRC75B	7	13	1	13
LRRC8A	38	65	14	49
LRRC8B	1707	1973	55	550
LRRC8C-DT	60	66	4	77
LRRC8D	6	16	2	27
LRRC8D-DT	0	0	0	1
LRRC8E	15	20	2	11
LRRC9	86	131	13	88
LRRCC1	30	57	7	59
LRRFIP1	872	2356	159	990
LRRFIP2	1382	1297	96	948
LRRIQ1	39	50	10	40
LRRIQ3	16	49	3	27
LRRIQ4	13	34	5	6
LRRK1	100	129	9	94
LRRK1-AS1	41	79	4	18
LRRK2	1593	1647	55	1066
LRRK2-DT	18	18	5	22
LRRN1	20	38	3	23
LRRN2	22	37	20	53
LRRN3	637	257	83	612
LRRN4	0	2	0	1
LRRN4CL	0	0	0	4
LRRTM1	4	10	1	5
LRRTM2	9	16	3	8
LRRTM3	68	213	22	378
LRRTM4	170	261	93	320
LRRTM4-AS1	3	4	1	3
LRSAM1	339	486	39	268
LRTM1	6	16	4	16
LRTOMT	3	4	0	3
LRWD1	15	23	0	18
LSAMP	7367	16931	709	8078
LSAMP-AS1	5	16	1	9
LSG1	199	267	20	185
LSM1	45	65	6	57
LSM10	25	28	5	16
LSM11	109	104	4	44
LSM12	263	365	20	221
LSM14A	1430	1693	148	1142
LSM14B	81	267	13	107
LSM2	24	42	3	29
LSM3	124	288	14	103
LSM4	49	89	1	30
LSM5	49	70	7	92
LSM6	62	53	10	113
LSM7	66	63	2	52
LSM8	206	182	11	214
LSMEM1	2	0	0	0
LSMEM2	14	11	2	5
LSP1	8	32	1	16
LSR	192	431	12	239
LSS	1494	2621	76	865
LST1	2	5	1	4
LTA4H	278	440	19	188
LTB	0	0	0	1
LTB4R	36	60	3	28
LTB4R2	16	39	2	4
LTBP1	2352	2719	148	1578
LTBP2	69	90	13	61
LTBP3	241	676	32	461
LTBP4	48	72	16	74
LTBR	140	132	2	98
LTC4S	1	2	0	0
LTF	8	17	0	4
LTK	4	3	0	3
LTN1	564	693	46	464
LTO1	85	74	7	91
LTV1	69	109	5	84
LUADT1	12	17	1	7
LUARIS	3	3	0	2
LUC7L	1773	3646	111	1237
LUC7L2	21	36	5	26
