raw_mouse_symbol	canonical_mouse_symbol	resolution_method	mouse_ensembl_ids
Slc5A5	Slc5a5	case_insensitive	ENSMUSG00000000792
Slc5A6	Slc5a6	case_insensitive	ENSMUSG00000006641
Slc6A14	Slc6a14	case_insensitive	ENSMUSG00000031089
Slc6A15	Slc6a15	case_insensitive	ENSMUSG00000019894
Slc6A8	Slc6a8	case_insensitive	ENSMUSG00000019558
Slc7A11	Slc7a11	case_insensitive	ENSMUSG00000027737
Slc7A3	Slc7a3	case_insensitive	ENSMUSG00000031297
Slc7A4	Slc7a4	case_insensitive	ENSMUSG00000022756
Slc7A5	Slc7a5	case_insensitive	ENSMUSG00000040010
Slc9A3R2		not_found	
Slc9A4	Slc9a4	case_insensitive	ENSMUSG00000026065
Slco2A1	Slco2a1	case_insensitive	ENSMUSG00000032548
Slco3A1	Slco3a1	case_insensitive	ENSMUSG00000025790
Slco4A1	Slco4a1	case_insensitive	ENSMUSG00000038963
Slfn2	Slfn2	exact	ENSMUSG00000072620
Slpi	Slpi	exact	ENSMUSG00000017002
Slu7	Slu7	exact	ENSMUSG00000020409
Smad6	Smad6	exact	ENSMUSG00000036867
Smad7	Smad7	exact	ENSMUSG00000025880
Smarca1	Smarca1	exact	ENSMUSG00000031099
Smarcc1	Smarcc1	exact	ENSMUSG00000032481
Smarcd3	Smarcd3	exact	ENSMUSG00000028949
Smim15	Smim15	exact	ENSMUSG00000071180
Smo	Smo	exact	ENSMUSG00000001761
Smoc1	Smoc1	exact	ENSMUSG00000021136
Smox	Smox	exact	ENSMUSG00000027333
Smpd1	Smpd1	exact	ENSMUSG00000037049
Smpd3	Smpd3	exact	ENSMUSG00000031906
Smtnl2	Smtnl2	exact	ENSMUSG00000045667
Snap47	Snap47	exact	ENSMUSG00000009894
Snn	Snn	exact	ENSMUSG00000037972
Snord100	Snord100	exact	ENSMUSG00002076971
Snord104	Snord104	exact	ENSMUSG00000065126
Snord17	Snord17	exact	ENSMUSG00000077714
Snord35A	Snord35a	case_insensitive	ENSMUSG00000065818
Snord37	Snord37	exact	ENSMUSG00000064441
Snrk	Snrk	exact	ENSMUSG00000038145
Snrpd1	Snrpd1	exact	ENSMUSG00000002477
Snx33	Snx33	exact	ENSMUSG00000032733
Socs5	Socs5	exact	ENSMUSG00000037104
Sorbs2	Sorbs2	exact	ENSMUSG00000031626
Sord	Sord	exact	ENSMUSG00000027227
Sorl1	Sorl1	exact	ENSMUSG00000049313
Sowahb	Sowahb	exact	ENSMUSG00000045314
Sox17	Sox17	exact	ENSMUSG00000025902
Sox21	Sox21	exact	ENSMUSG00000061517
Sox4	Sox4	exact	ENSMUSG00000076431
Sox9	Sox9	exact	ENSMUSG00000000567
Spaca7	Spaca7	exact	ENSMUSG00000010435
Spag6	Spag6	exact	ENSMUSG00000037708
Sparc	Sparc	exact	ENSMUSG00000018593
Sparcl1	Sparcl1	exact	ENSMUSG00000029309
Spata6	Spata6	exact	ENSMUSG00000034401
Spire1	Spire1	exact	ENSMUSG00000024533
Spns3	Spns3	exact	ENSMUSG00000020798
Spon1	Spon1	exact	ENSMUSG00000038156
Spp1	Spp1	exact	ENSMUSG00000029304
Sprr1A	Sprr1a	case_insensitive	ENSMUSG00000050359
Sprr2A1	Sprr2a1	case_insensitive	ENSMUSG00000078664
Sprr2A2	Sprr2a2	case_insensitive	ENSMUSG00000068893
Sprr2A3	Sprr2a3	case_insensitive	ENSMUSG00000074445
Sprr2B	Sprr2b	case_insensitive	ENSMUSG00000050092
Sprr2H	Sprr2h	case_insensitive	ENSMUSG00000046259
Spsb4	Spsb4	exact	ENSMUSG00000046997
Sptbn1	Sptbn1	exact	ENSMUSG00000020315
Sptbn2	Sptbn2	exact	ENSMUSG00000067889
Sptssb	Sptssb	exact	ENSMUSG00000043461
Srek1Ip1	Srek1ip1	case_insensitive	ENSMUSG00000021716
Srgap3	Srgap3	exact	ENSMUSG00000030257
Ssbp3	Ssbp3	exact	ENSMUSG00000061887
Ssbp4	Ssbp4	exact	ENSMUSG00000070003
Ssh1	Ssh1	exact	ENSMUSG00000042121
Ssr3	Ssr3	exact	ENSMUSG00000027828
St3Gal3	St3gal3	case_insensitive	ENSMUSG00000028538
St3Gal5	St3gal5	case_insensitive	ENSMUSG00000056091
St6Gal1	St6gal1	case_insensitive	ENSMUSG00000022885
Stard3	Stard3	exact	ENSMUSG00000018167
Stbd1	Stbd1	exact	ENSMUSG00000047963
Stc1	Stc1	exact	ENSMUSG00000014813
Stc2	Stc2	exact	ENSMUSG00000020303
Steap1	Steap1	exact	ENSMUSG00000015652
Steap2	Steap2	exact	ENSMUSG00000015653
Stk32C	Stk32c	case_insensitive	ENSMUSG00000015981
Stk36	Stk36	exact	ENSMUSG00000033276
Ston1	Ston1	exact	ENSMUSG00000033855
Stra6	Stra6	exact	ENSMUSG00000032327
Stx11	Stx11	exact	ENSMUSG00000039232
Stx7	Stx7	exact	ENSMUSG00000019998
Stxbp1	Stxbp1	exact	ENSMUSG00000026797
Stxbp4	Stxbp4	exact	ENSMUSG00000020546
Sub1	Sub1	exact	ENSMUSG00000022205
Sucnr1	Sucnr1	exact	ENSMUSG00000027762
Sulf2	Sulf2	exact	ENSMUSG00000006800
Sult1A1	Sult1a1	case_insensitive	ENSMUSG00000030711
Sult1C2	Sult1c2	case_insensitive	ENSMUSG00000023122
Sult4A1	Sult4a1	case_insensitive	ENSMUSG00000018865
Suox	Suox	exact	ENSMUSG00000049858
Susd2	Susd2	exact	ENSMUSG00000006342
Susd4	Susd4	exact	ENSMUSG00000038576
Svep1	Svep1	exact	ENSMUSG00000028369
Swt1	Swt1	exact	ENSMUSG00000052748
Syde1	Syde1	exact	ENSMUSG00000032714
Syne1	Syne1	exact	ENSMUSG00000096054
Syngr1	Syngr1	exact	ENSMUSG00000022415
Synj2	Synj2	exact	ENSMUSG00000023805
Synpo2L	Synpo2l	case_insensitive	ENSMUSG00000039376
Synrg	Synrg	exact	ENSMUSG00000034940
Syt11	Syt11	exact	ENSMUSG00000068923
Syt12	Syt12	exact	ENSMUSG00000049303
Syt16	Syt16	exact	ENSMUSG00000044912
Syt8	Syt8	exact	ENSMUSG00000031098
Sytl2	Sytl2	exact	ENSMUSG00000030616
Tab3	Tab3	exact	ENSMUSG00000035476
Tacstd2	Tacstd2	exact	ENSMUSG00000051397
Taf1D	Taf1d	case_insensitive	ENSMUSG00000031939
Taf9B	Taf9b	case_insensitive	ENSMUSG00000047242
Tagln2	Tagln2	exact	ENSMUSG00000026547
Tanc1	Tanc1	exact	ENSMUSG00000035168
Tapbp	Tapbp	exact	ENSMUSG00000024308
Tbc1D19	Tbc1d19	case_insensitive	ENSMUSG00000039178
Tbc1D2	Tbc1d2	case_insensitive	ENSMUSG00000039813
Tbcel	Tbcel	exact	ENSMUSG00000037287
Tcea2	Tcea2	exact	ENSMUSG00000059540
Tceal1	Tceal1	exact	ENSMUSG00000049536
Tceal7	Tceal7	exact	ENSMUSG00000079428
Tcte2	Tcte2	exact	ENSMUSG00000038347
Tctex1D2		not_found	
Tctn2	Tctn2	exact	ENSMUSG00000118662
Tdrkh	Tdrkh	exact	ENSMUSG00000041912
Tead2	Tead2	exact	ENSMUSG00000030796
Tead4	Tead4	exact	ENSMUSG00000030353
Tec	Tec	exact	ENSMUSG00000029217
Tenm4	Tenm4	exact	ENSMUSG00000048078
Tesc	Tesc	exact	ENSMUSG00000029359
Tex264	Tex264	exact	ENSMUSG00000040813
Tfcp2L1	Tfcp2l1	case_insensitive	ENSMUSG00000026380
Tff2	Tff2	exact	ENSMUSG00000024028
Tgfb1I1	Tgfb1i1	case_insensitive	ENSMUSG00000030782
Tgfbi	Tgfbi	exact	ENSMUSG00000035493
Tgfbr2	Tgfbr2	exact	ENSMUSG00000032440
Tgm1	Tgm1	exact	ENSMUSG00000022218
Tgm2	Tgm2	exact	ENSMUSG00000037820
Tgm5	Tgm5	exact	ENSMUSG00000053675
Thbs1	Thbs1	exact	ENSMUSG00000040152
Them6	Them6	exact	ENSMUSG00000056665
Thsd4	Thsd4	exact	ENSMUSG00000032289
Timm17A	Timm17a	case_insensitive	ENSMUSG00000062580
Timp1	Timp1	exact	ENSMUSG00000001131
Timp2	Timp2	exact	ENSMUSG00000017466
Timp3	Timp3	exact	ENSMUSG00000020044
Tinagl1	Tinagl1	exact	ENSMUSG00000028776
Tirap	Tirap	exact	ENSMUSG00000032041
Tjp1	Tjp1	exact	ENSMUSG00000030516
Tjp2	Tjp2	exact	ENSMUSG00000024812
Tk2	Tk2	exact	ENSMUSG00000035824
Tlcd1	Tlcd1	exact	ENSMUSG00000019437
Tle2	Tle2	exact	ENSMUSG00000034771
Tle3	Tle3	exact	ENSMUSG00000032280
Tle6	Tle6	exact	ENSMUSG00000034758
Tln2	Tln2	exact	ENSMUSG00000052698
Tlr2	Tlr2	exact	ENSMUSG00000027995
Tlr3	Tlr3	exact	ENSMUSG00000031639
Tlr4	Tlr4	exact	ENSMUSG00000039005
Tlr6	Tlr6	exact	ENSMUSG00000051498
Tm4Sf1	Tm4sf1	case_insensitive	ENSMUSG00000027800
Tm4Sf4	Tm4sf4	case_insensitive	ENSMUSG00000027801
Tma7	Tma7	exact	ENSMUSG00000091537
Tmbim1	Tmbim1	exact	ENSMUSG00000006301
Tmbim4	Tmbim4	exact	ENSMUSG00000020225
Tmc5	Tmc5	exact	ENSMUSG00000030650
Tmc7	Tmc7	exact	ENSMUSG00000042246
Tmco3	Tmco3	exact	ENSMUSG00000038497
Tmed8	Tmed8	exact	ENSMUSG00000034111
Tmed9	Tmed9	exact	ENSMUSG00000058569
Tmem106C	Tmem106c	case_insensitive	ENSMUSG00000052369
Tmem107	Tmem107	exact	ENSMUSG00000020895
Tmem108	Tmem108	exact	ENSMUSG00000042757
Tmem125	Tmem125	exact	ENSMUSG00000050854
Tmem132A	Tmem132a	case_insensitive	ENSMUSG00000024736
Tmem136		not_found	
Tmem17	Tmem17	exact	ENSMUSG00000049904
Tmem173		not_found	
Tmem176B	Tmem176b	case_insensitive	ENSMUSG00000029810
Tmem181C-Ps	Tmem181c-ps	case_insensitive	ENSMUSG00000093880
Tmem184C	Tmem184c	case_insensitive	ENSMUSG00000031617
Tmem188		not_found	
Tmem2		not_found	
Tmem216	Tmem216	exact	ENSMUSG00000024667
Tmem218	Tmem218	exact	ENSMUSG00000032121
Tmem229A	Tmem229a	case_insensitive	ENSMUSG00000048022
Tmem231	Tmem231	exact	ENSMUSG00000031951
Tmem40	Tmem40	exact	ENSMUSG00000059900
Tmem43	Tmem43	exact	ENSMUSG00000030095
Tmem62	Tmem62	exact	ENSMUSG00000054484
Tmem63A	Tmem63a	case_insensitive	ENSMUSG00000026519
Tmem74B	Tmem74b	case_insensitive	ENSMUSG00000044364
Tmie	Tmie	exact	ENSMUSG00000049555
Tmpo	Tmpo	exact	ENSMUSG00000019961
Tmprss2	Tmprss2	exact	ENSMUSG00000000385
Tmprss4	Tmprss4	exact	ENSMUSG00000032091
Tmprss7	Tmprss7	exact	ENSMUSG00000033177
Tmsb4X	Tmsb4x	case_insensitive	ENSMUSG00000049775
Tmtc2	Tmtc2	exact	ENSMUSG00000036019
Tmx4	Tmx4	exact	ENSMUSG00000034723
Tnc	Tnc	exact	ENSMUSG00000028364
Tnf	Tnf	exact	ENSMUSG00000024401
Tnfaip1	Tnfaip1	exact	ENSMUSG00000017615
Tnfaip2	Tnfaip2	exact	ENSMUSG00000021281
Tnfaip3	Tnfaip3	exact	ENSMUSG00000019850
Tnfaip8	Tnfaip8	exact	ENSMUSG00000062210
Tnfrsf10B	Tnfrsf10b	case_insensitive	ENSMUSG00000022074
Tnfrsf11B	Tnfrsf11b	case_insensitive	ENSMUSG00000063727
Tnfrsf12A	Tnfrsf12a	case_insensitive	ENSMUSG00000023905
Tnfrsf1B	Tnfrsf1b	case_insensitive	ENSMUSG00000028599
Tnfrsf21	Tnfrsf21	exact	ENSMUSG00000023915
Tnfrsf8	Tnfrsf8	exact	ENSMUSG00000028602
Tnfsf9	Tnfsf9	exact	ENSMUSG00000035678
Tnip3	Tnip3	exact	ENSMUSG00000044162
Tnk2	Tnk2	exact	ENSMUSG00000022791
Tnks1Bp1	Tnks1bp1	case_insensitive	ENSMUSG00000033955
Tnni2	Tnni2	exact	ENSMUSG00000031097
Tns1	Tns1	exact	ENSMUSG00000055322
Tns3	Tns3	exact	ENSMUSG00000020422
Tns4	Tns4	exact	ENSMUSG00000017607
Tomm20	Tomm20	exact	ENSMUSG00000093904
Tomm7	Tomm7	exact	ENSMUSG00000028998
Tor3A	Tor3a	case_insensitive	ENSMUSG00000060519
Tor4A	Tor4a	case_insensitive	ENSMUSG00000059555
Tpbg	Tpbg	exact	ENSMUSG00000035274
Tpcn1	Tpcn1	exact	ENSMUSG00000032741
Tpd52L1	Tpd52l1	case_insensitive	ENSMUSG00000000296
Tpgs2	Tpgs2	exact	ENSMUSG00000024269
Tpm2	Tpm2	exact	ENSMUSG00000028464
Tpm3	Tpm3	exact	ENSMUSG00000027940
Tpm4	Tpm4	exact	ENSMUSG00000031799
Tpp2	Tpp2	exact	ENSMUSG00000041763
Tpst1	Tpst1	exact	ENSMUSG00000034118
Trappc12	Trappc12	exact	ENSMUSG00000020628
Trappc2	Trappc2	exact	ENSMUSG00000079317
Trex2	Trex2	exact	ENSMUSG00000031372
Trib3	Trib3	exact	ENSMUSG00000032715
Trim15	Trim15	exact	ENSMUSG00000050747
Trim29	Trim29	exact	ENSMUSG00000032013
Trim3	Trim3	exact	ENSMUSG00000036989
Trim40	Trim40	exact	ENSMUSG00000073399
Trim41	Trim41	exact	ENSMUSG00000040365
Trim7	Trim7	exact	ENSMUSG00000040350
Trip12	Trip12	exact	ENSMUSG00000026219
Trip6	Trip6	exact	ENSMUSG00000023348
Trnp1	Trnp1	exact	ENSMUSG00000056596
Trove2		not_found	
Trp53Inp1	Trp53inp1	case_insensitive	ENSMUSG00000028211
Trpm6	Trpm6	exact	ENSMUSG00000024727
Tsc22D1	Tsc22d1	case_insensitive	ENSMUSG00000022010
Tsc22D2	Tsc22d2	case_insensitive	ENSMUSG00000027806
Tshz1	Tshz1	exact	ENSMUSG00000046982
Tshz2	Tshz2	exact	ENSMUSG00000047907
Tspan15	Tspan15	exact	ENSMUSG00000037031
Tspan17	Tspan17	exact	ENSMUSG00000025875
Tspan2	Tspan2	exact	ENSMUSG00000027858
Tspan33	Tspan33	exact	ENSMUSG00000001763
Tspan4	Tspan4	exact	ENSMUSG00000025511
Tspan6	Tspan6	exact	ENSMUSG00000067377
Tspo	Tspo	exact	ENSMUSG00000041736
Ttc22	Ttc22	exact	ENSMUSG00000034919
Ttc26		not_found	
Ttc30B		not_found	
Ttc39A	Ttc39a	case_insensitive	ENSMUSG00000028555
Ttc8	Ttc8	exact	ENSMUSG00000021013
Ttc9	Ttc9	exact	ENSMUSG00000042734
Ttll1	Ttll1	exact	ENSMUSG00000022442
Ttr	Ttr	exact	ENSMUSG00000061808
Tubb6	Tubb6	exact	ENSMUSG00000001473
Tuft1	Tuft1	exact	ENSMUSG00000005968
Tulp2	Tulp2	exact	ENSMUSG00000023467
Twf2	Twf2	exact	ENSMUSG00000023277
Twsg1	Twsg1	exact	ENSMUSG00000024098
Txndc15	Txndc15	exact	ENSMUSG00000021497
Uba7	Uba7	exact	ENSMUSG00000032596
Ubd	Ubd	exact	ENSMUSG00000035186
Ube2A	Ube2a	case_insensitive	ENSMUSG00000016308
Ube2C	Ube2c	case_insensitive	ENSMUSG00000001403
Ube2H	Ube2h	case_insensitive	ENSMUSG00000039159
Ube2N	Ube2n	case_insensitive	ENSMUSG00000074781
Ubqln1	Ubqln1	exact	ENSMUSG00000005312
Ubtd2	Ubtd2	exact	ENSMUSG00000044949
Ubxn11	Ubxn11	exact	ENSMUSG00000012126
Ubxn6	Ubxn6	exact	ENSMUSG00000019578
Ugdh	Ugdh	exact	ENSMUSG00000029201
Uggt2	Uggt2	exact	ENSMUSG00000042104
Uhrf1Bp1L		not_found	
Unc119B	Unc119b	case_insensitive	ENSMUSG00000046562
Unc13A	Unc13a	case_insensitive	ENSMUSG00000034799
Unc13D	Unc13d	case_insensitive	ENSMUSG00000057948
Unc5C	Unc5c	case_insensitive	ENSMUSG00000059921
Upk1B	Upk1b	case_insensitive	ENSMUSG00000049436
Ush1G	Ush1g	case_insensitive	ENSMUSG00000045288
Usp18	Usp18	exact	ENSMUSG00000030107
Usp46	Usp46	exact	ENSMUSG00000054814
Uts2	Uts2	exact	ENSMUSG00000028963
Vamp5	Vamp5	exact	ENSMUSG00000073002
Vamp8	Vamp8	exact	ENSMUSG00000050732
Vangl1	Vangl1	exact	ENSMUSG00000027860
Vapb	Vapb	exact	ENSMUSG00000054455
Vasn	Vasn	exact	ENSMUSG00000039646
Vcam1	Vcam1	exact	ENSMUSG00000027962
Vgll3	Vgll3	exact	ENSMUSG00000091243
Vill	Vill	exact	ENSMUSG00000038775
Vim	Vim	exact	ENSMUSG00000026728
Vmp1	Vmp1	exact	ENSMUSG00000018171
Vnn1	Vnn1	exact	ENSMUSG00000037440
Vnn3	Vnn3	exact	ENSMUSG00000020010
Vopp1	Vopp1	exact	ENSMUSG00000037788
Vps33A	Vps33a	case_insensitive	ENSMUSG00000029434
Vps37B	Vps37b	case_insensitive	ENSMUSG00000066278
Vrk1	Vrk1	exact	ENSMUSG00000021115
Vsig1	Vsig1	exact	ENSMUSG00000031430
Vwa5A	Vwa5a	case_insensitive	ENSMUSG00000023186
Wars		not_found	
Wasf1	Wasf1	exact	ENSMUSG00000019831
Wbp1L	Wbp1l	case_insensitive	ENSMUSG00000047731
Wdpcp	Wdpcp	exact	ENSMUSG00000020319
Wdr34		not_found	
Wdr47	Wdr47	exact	ENSMUSG00000040389
Wdr6	Wdr6	exact	ENSMUSG00000066357
Wdr60		not_found	
Wdr77	Wdr77	exact	ENSMUSG00000000561
Wdr78		not_found	
Wfdc1	Wfdc1	exact	ENSMUSG00000023336
Wfdc18	Wfdc18	exact	ENSMUSG00000000983
Wfdc2	Wfdc2	exact	ENSMUSG00000017723
Wls	Wls	exact	ENSMUSG00000028173
Wnt4	Wnt4	exact	ENSMUSG00000036856
Wnt7A	Wnt7a	case_insensitive	ENSMUSG00000030093
Wnt7B	Wnt7b	case_insensitive	ENSMUSG00000022382
Wrb		not_found	
Wtip	Wtip	exact	ENSMUSG00000036459
Wwc1	Wwc1	exact	ENSMUSG00000018849
Wwc2	Wwc2	exact	ENSMUSG00000031563
Wwp2	Wwp2	exact	ENSMUSG00000031930
Wwtr1	Wwtr1	exact	ENSMUSG00000027803
Xaf1	Xaf1	exact	ENSMUSG00000040483
Xpc	Xpc	exact	ENSMUSG00000030094
Xpo5	Xpo5	exact	ENSMUSG00000067150
Yap1	Yap1	exact	ENSMUSG00000053110
Ypel3	Ypel3	exact	ENSMUSG00000042675
Ypel5	Ypel5	exact	ENSMUSG00000039770
Ythdf3	Ythdf3	exact	ENSMUSG00000047213
Ywhab	Ywhab	exact	ENSMUSG00000018326
Zbp1	Zbp1	exact	ENSMUSG00000027514
Zbtb32	Zbtb32	exact	ENSMUSG00000006310
Zbtb7C	Zbtb7c	case_insensitive	ENSMUSG00000044646
Zc2Hc1A	Zc2hc1a	case_insensitive	ENSMUSG00000043542
Zc4H2	Zc4h2	case_insensitive	ENSMUSG00000035062
Zcchc3	Zcchc3	exact	ENSMUSG00000074682
Zdhhc8	Zdhhc8	exact	ENSMUSG00000060166
Zfhx3	Zfhx3	exact	ENSMUSG00000038872
Zfp185	Zfp185	exact	ENSMUSG00000031351
Zfp30	Zfp30	exact	ENSMUSG00000047473
Zfp365	Zfp365	exact	ENSMUSG00000037855
Zfp37	Zfp37	exact	ENSMUSG00000028389
Zfp52	Zfp52	exact	ENSMUSG00000051341
Zfp57	Zfp57	exact	ENSMUSG00000036036
Zfp706	Zfp706	exact	ENSMUSG00000062397
Zfpm2	Zfpm2	exact	ENSMUSG00000022306
Zkscan6	Zkscan6	exact	ENSMUSG00000018347
Zmat1	Zmat1	exact	ENSMUSG00000052676
Zmat3	Zmat3	exact	ENSMUSG00000027663
Zmpste24	Zmpste24	exact	ENSMUSG00000043207
Zmynd15	Zmynd15	exact	ENSMUSG00000040829
Zmynd8	Zmynd8	exact	ENSMUSG00000039671
Znf512B		not_found	
Znrf1	Znrf1	exact	ENSMUSG00000033545
Zscan2	Zscan2	exact	ENSMUSG00000038797
