gene	Fetal	Placenta	Adult	marker
CDC42BPG	0.00539606913829899	0.545002982968198	0.44960094789350297	
WDR54	0.9636768211990319	0.018161589400484065	0.018161589400484065	
COL7A1	0.9786063040219336	0.010696847989033184	0.010696847989033184	
RBMS1	0.9790348000889842	0.010482599955507873	0.010482599955507873	
GOLT1A	0.40281149409516126	0.5898788187427192	0.00730968716211951	
RASSF9	0.9789574881238672	0.010521255938066396	0.010521255938066396	
MT-CO2	0.013035286292289774	0.05201212789175666	0.9349525858159536	
DUSP15	0.9745197916572178	0.012740104171391084	0.012740104171391084	
TUSC3	0.48153291651061314	0.5129685190618829	0.005498564427503915	
RRAGD	0.9783190192422826	0.01084049037885869	0.01084049037885869	
PRR34-AS1	0.009708737864077669	0.009708737864077669	0.9805825242718447	
AKR1C3	0.009708737864077669	0.009708737864077669	0.9805825242718447	
KCNJ8	0.9767673909679774	0.011616304516011276	0.011616304516011276	
COX7A1	0.9805825242718447	0.009708737864077669	0.009708737864077669	
PPIC	0.017578077854242997	0.017578077854242997	0.9648438442915139	
PLAT	0.9757676969851055	0.012116151507447277	0.012116151507447277	
ACP5	0.9639118066969857	0.01804409665150713	0.01804409665150713	
NIN	0.009708737864077669	0.009708737864077669	0.9805825242718447	
C16orf74	0.49753694581280794	0.49753694581280794	0.004926108374384237	
VIM	0.9715063648662462	0.01424681756687688	0.01424681756687688	
CKMT1B	0.005468744090341473	0.5216493468612087	0.47288190904844973	
PHYHD1	0.9740478122910625	0.012976093854468709	0.012976093854468709	
WSCD1	0.009708737864077669	0.009708737864077669	0.9805825242718447	
GALC	0.947874507697637	0.026062746151181464	0.026062746151181464	
CEBPD	0.9412308451547033	0.02938457742264831	0.02938457742264831	
SLC1A3	0.9589555455245925	0.030624833236728464	0.010419621238679028	
MYO7A	0.8928597625659938	0.09434391717203393	0.01279632026197238	
MSR1	0.9799530150510548	0.01002349247447259	0.01002349247447259	
SLC2A8	0.9503335087855379	0.024833245607231026	0.024833245607231026	
AFAP1L1	0.9450444272128703	0.04517900460117726	0.009776568185952496	
APOE	0.9761437665389961	0.011928116730501934	0.011928116730501934	
MST1R	0.012466705647602817	0.012466705647602817	0.9750665887047943	
TGIF2	0.9600778908596866	0.019961054570156726	0.019961054570156726	
PTGIS	0.9781881867378429	0.01090590663107856	0.01090590663107856	
COL3A1	0.9805825242718447	0.009708737864077669	0.009708737864077669	
TCF7L1	0.9613848981029554	0.0193075509485223	0.0193075509485223	
TRIM32	0.950192310882513	0.024903844558743483	0.024903844558743483	
NDN	0.9674393324556513	0.016280333772174367	0.016280333772174367	
FADS2	0.9782671478449125	0.010866426077543723	0.010866426077543723	
ADIRF	0.006415289421039986	0.34564047905392137	0.6479442315250385	
ANKRD22	0.014443256540152988	0.014443256540152988	0.971113486919694	
SERPINF2	0.9702870403246495	0.014856479837675218	0.014856479837675218	
CCHCR1	0.019956494316844257	0.019956494316844257	0.9600870113663115	
COL14A1	0.9805825242718447	0.009708737864077669	0.009708737864077669	
MT-ND5	0.01668882218396611	0.01668882218396611	0.9666223556320678	
SPTLC3	0.26215397244103517	0.7306122429750534	0.00723378458391142	
PVR	0.7067893660631249	0.279980167726938	0.013230466209937161	
RASAL1	0.009708737864077669	0.009708737864077669	0.9805825242718447	
COL1A2	0.9805681762873406	0.009715911856329697	0.009715911856329697	
FSTL3	0.3667480829724681	0.6264340133681784	0.006817903659353416	
HSD11B2	0.004926108374384236	0.49753694581280783	0.49753694581280783	
C16orf89	0.978444551048095	0.010777724475952504	0.010777724475952504	
ERAP2	0.009708737864077669	0.009708737864077669	0.9805825242718447	
KIF5C	0.9793784491949634	0.01031077540251827	0.01031077540251827	
TFCP2L1	0.008492042653441872	0.15698041905424964	0.8345275382923084	
SH3KBP1	0.014395375332078322	0.014395375332078322	0.9712092493358433	
RASAL2	0.5413482581647182	0.4449111952592994	0.013740546575982329	
AL390198.1	0.9647336274298902	0.01763318628505485	0.01763318628505485	
UBAC1	0.012910485744977853	0.2781166712898782	0.708972842965144	
