	Adrenal	Thyroid	Spleen	Thymus	Liver	Skin	Stomach
ACMSD	30.21701260096461	24.647887323943664	30.888244821413345	30.546809171138413	-13.665932299677166	35.29336462556006	18.684702632347403
ACO1	-7.2814654371249645	-4.441455556971306	21.710089475696	18.449669657377704	0.8412195986996238	27.561826625613847	-4.685353840149247
ACO2	-3.3882995094999444	-4.851806319251466	1.7456825104927134	1.2687525860448545	7.10826789803717	-1.0104099305245597	-8.304227044700042
ACOD1	13.926054539883568	5.078968844510586	4.214188740891031	0.21526594313391337	5.603347230720027	0.004292398162853587	0.004362240446693422
ACOT1	-32.52633075338912		-7.569672020185266	-11.853582462449255	-66.48284310637081	-20.400224680057995	-37.62391438972448
ACOT11	43.49916585737489	49.78959721563896	79.84826528002728	75.74141241732451	64.97954780419832	64.13963347460992	37.991899784824355
ACOT12	27.430032976841737	20.843934520666316	33.655348187124886	32.39303973450534	3.5410939853696703	37.00266937841617	19.122954135114703
ACOT13	5.64277317674803	14.679110174461307	13.396962964635698	35.040674172018896	2.5351476750653603	20.70225550763947	12.945133953396379
ACOT2	-64.7807149385747	-42.85054768339984	-31.223673397098228	0.39189134293384953	-58.82211331087443	-29.063528772550377	-45.48433763435042
ACOT4							
ACOT6	3.7633843497806527	0.005030181086519115	15.407383046945656	12.259441007040751	4.464009566871798	8.248346490292297	4.233365477338476
ACOT7	-10.23274352297139	14.130778439343324	7.6299582492467835	0.19939161775843672	18.564858749074403	-0.030715909091640015	-10.754952872843447
ACOT8	-16.298227914548065	-14.04427745381502	-14.305930772477844	0.3591584186074641	-11.076455801492287	-24.47828906359898	-31.738733136726765
ACOT9	10.42016310863896	7.838519497360181	10.809577670302033	47.16114497143121	-0.049672434277383104	24.760330215756774	-1.2370653486625969
ACOX1	4.5684404593512085	11.663141638054874	16.099937917139542	37.72289592651176	0.4235123526972302	-0.8752452499369099	1.527656164496932
ACOX2	-23.28950054154734	-20.284111961108906	16.698749388597427	29.438208531543737	-14.842850484086412	25.229777670770964	-14.101757347493376
ACOX3	14.984105900967613	20.491007355363713	26.55005795761388	49.75522553004379	10.005865529343254	12.952191463499858	19.17314322202988
ACOXL	58.97305151558601	62.454728370221325	76.31062995482057	79.1875471196062	67.56152125279642	75.46404949861318	66.13752938912847
ACP1	-15.491423865090653	-18.29731097269928	-21.52980740728532	-27.200083464179414	-11.177692979680202	-11.620750226341087	-27.46083993274398
ACP2	-47.697511947727634	-52.86548480127391	-44.5688419235117	-18.895667164654313	-43.40287490645156	-24.64247850159029	-49.35060095070507
ACP3	10.687777056829344	42.5220438544825	43.52829035089482	57.670151482824835	42.75416844650435	-14.817913099345276	34.6286827147282
ACP4	0.0049950100273766455		7.32549535476445				
ACP5	-17.786451158338586		-69.60438806122896	-57.79653629531336	-57.48259451168193		
ACP6	8.39632190374055	14.346100641152574	35.10817326592144	23.677590867562344	18.044772902097947	14.904519687396466	17.102793958379763
ACP7	25.412067496633163	17.279362378542963	31.71152518978606	27.867970221544535	33.53246753246753	-13.865827645324615	13.764101911317555
ACR		3.0358949923759804	-19.861135857421523	8.61960713965378	1.6797428685706408	-0.667704193251029	0.004362240446693422
ACRBP	19.84938837450452	-38.54534476011274	-26.2679852861364	17.663899843409624	1.6891422786176484	15.529885819014169	0.3432226614244911
ACRV1	6.965468914633648	6.882192271526441	0.004110827920743238				
ACSBG1	30.848838598810577	50.37726358148893	52.64837819185645	33.506842994571926	80.21547933157431	0.7589444838995476	43.520650120936175
ACSBG2	49.48646392864164	43.33945282765414	53.17766998273452	54.25150237689479	60.06596306068601	46.531926613279104	35.14302337869451
